﻿KOMMUNE;KOMMUNENUMMER;Bolig-Norgespris;Bolig-alle;Bolig-andel;Fritid-Norgespris;Fritid-alle;Fritid-andel;incr_oct;incr_nov;incr_dec;incr_Q4;incr_jan;incr_feb;incr_mar;incr_Q1; okt_2025 ; nov_2025 ; des_2025 ; q4_2025 ;jan_2026;feb_2026;mar_2026; q1_2026 ;okt_2024;nov_2024;des_2024; q4_2024 ;jan_2025;feb_2025;mar_2025; q1_2025;Fylke;Region;incr_jan;;MUNICIPALITY_NUMBER;NAME;okt_2024;nov_2024;des_2024;jan_2024;feb_2024;mar_2024;apr_1_5_2024;sum_2024;okt_2025;nov_2025;des_2025;jan_2025;feb_2025;mar_2025;apr_1_5_2025;sum_2025;okt_2026;nov_2026;des_2026;jan_2026;feb_2026;mar_2026;apr_1_5_2026;sum_2026;sesong_2024_2025;sesong_2025_2026;sum_alle_valgte_perioder;;;;;;;
Trondheim;5001;1667;111822;0,01;0;645;0 %;-1 %;-1 %;-2 %;-1 %;18 %;19 %;-5 %;11 %; 115 058 656 ; 143 061 052 ; 154 584 378 ; 412 704 086 ; 201 126 134 ; 173 250 311 ; 136 015 901 ; 510 392 346 ; 116 113 116 ; 143 825 744 ; 158 141 708 ; 418 080 568 ; 170 898 195 ; 145 905 459 ; 143 173 132 ; 459 976 786 ;Trøndelag;NO3;0,079;0;5001;Trondheim;116113115,8;143825744,2;158141708,3;180065020,6;157472326,5;132870574,3;23940398,74;912428888,4;115058655,6;143061052,4;154584378,4;170898194,5;145905459;143173132,3;20406235,14;893087107,6;;;;201126133,7;173250311,1;136015900,9;15030645,08;525422990,8;898463589,3;938127077,2;2330938987;;;;;;;
Steinkjer;5006;298;11111;0,03;0;872;0 %;-2 %;1 %;-1 %;-1 %;25 %;21 %;-2 %;15 %; 13 913 108 ; 17 690 111 ; 20 152 508 ; 51 755 726 ; 26 224 090 ; 22 615 033 ; 17 817 153 ; 66 656 276 ; 14 266 357 ; 17 588 876 ; 20 367 599 ; 52 222 832 ; 20 926 713 ; 18 644 415 ; 18 165 455 ; 57 736 582 ;Trøndelag;NO3;0,182;0;5006;Steinkjer;14266357,23;17588875,84;20367599,27;22633501,47;20036828,5;17481352,84;3022264,249;115396779,4;13913107,79;17690110,76;20152507,92;20926712,58;18644414,99;18165454,81;2577453,084;112069761,9;;;;26224089,56;22615033,36;17817152,97;2152307,095;68808582,99;112536867,8;120564309,5;296275124,3;;;;;;;
Namsos;5007;223;7334;0,03;0;891;0 %;-1 %;3 %;-1 %;1 %;26 %;24 %;-1 %;17 %; 8 822 430 ; 11 408 020 ; 12 609 739 ; 32 840 190 ; 16 601 273 ; 14 199 203 ; 11 114 667 ; 41 915 143 ; 8 893 515 ; 11 030 205 ; 12 742 040 ; 32 665 760 ; 13 188 564 ; 11 465 762 ; 11 253 952 ; 35 908 278 ;Trøndelag;NO3;0,199;0;5007;Namsos;8893514,727;11030204,85;12742040,23;14177967,09;12445462,8;11071157,21;1935815,045;72296161,95;8822430,157;11408020,49;12609739,14;13188564,22;11465761,53;11253951,82;1625319,496;70373786,86;;;;16601273,42;14199202,57;11114666,62;1394770,559;43309913,17;70199356,88;76150102,96;185979862;;;;;;;
Frøya;5014;0;2720;0;0;1086;0 %;-2 %;2 %;-3 %;-1 %;14 %;17 %;-3 %;10 %; 3 968 089 ; 4 814 920 ; 5 210 890 ; 13 993 898 ; 6 549 199 ; 5 538 252 ; 4 770 587 ; 16 858 037 ; 4 050 098 ; 4 707 857 ; 5 389 352 ; 14 147 307 ; 5 756 784 ; 4 732 377 ; 4 905 871 ; 15 395 032 ;Trøndelag;NO3;0,065;0;5014;Frøya;4050097,769;4707856,653;5389352,28;5887441,431;5197503,807;4789667,677;865984,876;30887904,49;3968089,009;4814919,542;5210889,714;5756783,705;4732377,382;4905871,232;735310,04;30124240,62;;;;6549198,673;5538252,167;4770586,565;692724,643;17550762,05;30277649,06;31544660,31;78562907,17;;;;;;;
Osen;5020;0;535;0;0;290;0 %;-1 %;4 %;-3 %;0 %;22 %;21 %;-4 %;13 %; 664 800 ; 821 552 ; 902 273 ; 2 388 624 ; 1 186 578 ; 1 003 026 ; 823 058 ; 3 012 663 ; 668 945 ; 789 401 ; 926 067 ; 2 384 413 ; 975 601 ; 830 922 ; 853 725 ; 2 660 248 ;Trøndelag;NO3;0,169;0;5020;Osen;668944,883;789401,138;926066,732;1041424,911;918969,888;853256,655;140344,732;5338408,939;664799,702;821551,56;902272,623;975601,279;830921,723;853724,697;128187,058;5177058,642;;;;1186577,952;1003026,293;823058,385;122067,609;3134730,239;5172847,51;5523354,124;13650197,82;;;;;;;
Oppdal;5021;0;3638;0;457;4245;11 %;-1 %;-4 %;-4 %;-3 %;20 %;22 %;-2 %;14 %; 7 998 050 ; 10 329 283 ; 12 190 701 ; 30 518 034 ; 15 867 740 ; 13 713 814 ; 10 130 898 ; 39 712 451 ; 8 065 727 ; 10 776 174 ; 12 695 266 ; 31 537 166 ; 13 188 385 ; 11 258 121 ; 10 381 697 ; 34 828 203 ;Trøndelag;NO3;0,07;0;5021;Oppdal;8065726,707;10776174,1;12695265,61;13918396,52;12332108,77;11023128,27;1613914,376;70424714,35;7998050,272;10329283,23;12190700,93;13188385,32;11258121,02;10381696,85;1432845,484;66779083,11;;;;15867739,71;13713813,52;10130898,04;1758666,086;41471117,36;67798215,09;71989151,8;178674914,8;;;;;;;
Rennebu;5022;0;1306;0;141;1714;8 %;-1 %;-1 %;-4 %;-2 %;22 %;24 %;-1 %;15 %; 2 563 467 ; 3 297 202 ; 3 754 270 ; 9 614 938 ; 4 945 076 ; 4 302 702 ; 3 183 263 ; 12 431 040 ; 2 587 881 ; 3 329 363 ; 3 908 563 ; 9 825 808 ; 4 066 934 ; 3 476 617 ; 3 230 206 ; 10 773 757 ;Trøndelag;NO3;0,099;0;5022;Rennebu;2587881,134;3329363,389;3908563,225;4276081,73;3840850,734;3454985,718;516314,357;21914040,29;2563466,702;3297201,731;3754269,716;4066934,246;3476616,536;3230206,124;457497,26;20846192,32;;;;4945075,566;4302702,18;3183262,575;544971,756;12976012,08;21057061,91;22590950,23;55736244,68;;;;;;;
Røros;5025;1715;2972;0,58;1818;2791;65 %;-5 %;-5 %;-7 %;-6 %;25 %;26 %;6 %;20 %; 5 207 402 ; 6 590 278 ; 7 822 735 ; 19 620 414 ; 10 649 860 ; 9 951 750 ; 7 034 941 ; 27 636 552 ; 5 474 735 ; 6 909 577 ; 8 378 934 ; 20 763 246 ; 8 494 488 ; 7 874 527 ; 6 638 900 ; 23 007 915 ;Trøndelag;NO3;0,129;0;5025;Rosse;5474734,818;6909576,944;8378933,744;9362184,552;8461143,576;7513959,638;1077511,779;47178045,05;5207402,25;6590277,7;7822734,539;8494487,859;7874526,816;6638899,871;922828,55;43551157,59;;;;10649860,49;9951750,493;7034941,129;1065814,484;28702366,6;44693988,6;48322781,09;119431569,2;;;;;;;
Holtålen;5026;0;1084;0;0;796;0 %;-2 %;-3 %;-7 %;-4 %;21 %;23 %;-1 %;15 %; 1 730 477 ; 2 180 095 ; 2 488 965 ; 6 399 537 ; 3 364 739 ; 3 010 434 ; 2 212 820 ; 8 587 993 ; 1 773 854 ; 2 243 179 ; 2 676 523 ; 6 693 556 ; 2 777 743 ; 2 438 702 ; 2 244 579 ; 7 461 025 ;Trøndelag;NO3;0,087;0;5026;Holtålen;1773853,86;2243178,92;2676523,249;3002771,878;2650256,583;2394888,629;363133,268;15104606,39;1730477,258;2180095,067;2488964,838;2777743,363;2438702,279;2244579,37;322298,486;14182860,66;;;;3364739,049;3010433,891;2212820,478;328293,254;8916286,672;14476879,53;15315823,84;38203753,72;;;;;;;
Midtre Gauldal;5027;0;2770;0;0;861;0 %;-2 %;-3 %;-5 %;-3 %;17 %;19 %;-3 %;12 %; 4 580 009 ; 5 840 780 ; 6 551 359 ; 16 972 147 ; 8 501 512 ; 7 453 577 ; 5 671 985 ; 21 627 074 ; 4 681 562 ; 6 001 617 ; 6 864 234 ; 17 547 413 ; 7 236 077 ; 6 240 633 ; 5 844 180 ; 19 320 890 ;Trøndelag;NO3;0,067;0;5027;Midtre Gauldal;4681561,553;6001617,015;6864234,031;7706177,628;6724392,582;5850104,135;980851,129;38808938,07;4580008,932;5840779,597;6551358,826;7236077,36;6240632,541;5844180,007;849884,151;37142921,41;;;;8501511,601;7453577,174;5671985,487;710541,039;22337615,3;37718186,66;39309762,66;98289474,79;;;;;;;
Melhus;5028;125;7485;0,02;0;416;0 %;-1 %;-1 %;-3 %;-2 %;18 %;18 %;-4 %;11 %; 10 984 171 ; 13 828 915 ; 15 210 440 ; 40 023 526 ; 19 817 370 ; 16 826 915 ; 13 142 907 ; 49 787 191 ; 11 052 681 ; 13 975 242 ; 15 704 244 ; 40 732 168 ; 16 823 331 ; 14 271 138 ; 13 673 936 ; 44 768 404 ;Trøndelag;NO3;0,079;0;5028;Melhus;11052681,24;13975242,03;15704244,33;17344952,93;15019701,57;12761346,07;2275279,119;88133447,29;10984171,21;13828914,62;15210440,16;16823330,93;14271137,6;13673935,71;1980193,874;86772124,1;;;;19817369,96;16826914,61;13142906,54;1525484,79;51312675,89;87480765,72;91336201,88;226218247,3;;;;;;;
Skaun;5029;0;3503;0;0;319;0 %;-1 %;0 %;-1 %;0 %;19 %;19 %;-2 %;13 %; 5 378 185 ; 6 652 155 ; 7 478 859 ; 19 509 198 ; 9 530 381 ; 8 115 033 ; 6 518 671 ; 24 164 085 ; 5 439 644 ; 6 629 537 ; 7 521 806 ; 19 590 987 ; 8 017 638 ; 6 807 322 ; 6 653 061 ; 21 478 021 ;Trøndelag;NO3;0,081;0;5029;Skaun;5439643,964;6629537,017;7521806,281;8329276,862;7284153,682;6260652,462;1120999,418;42586069,69;5378184,777;6652154,701;7478858,673;8017638,138;6807321,848;6653060,685;950906,405;41938125,23;;;;9530381,122;8115033,478;6518670,512;751869,682;24915954,79;42019914,34;44425152,95;109440149,7;;;;;;;
Malvik;5031;140;6254;0,02;0;225;0 %;-1 %;-1 %;-3 %;-2 %;18 %;17 %;-5 %;11 %; 9 178 569 ; 11 188 258 ; 12 227 162 ; 32 593 989 ; 15 825 049 ; 13 591 422 ; 10 912 889 ; 40 329 360 ; 9 256 909 ; 11 254 831 ; 12 596 039 ; 33 107 778 ; 13 401 732 ; 11 580 204 ; 11 439 752 ; 36 421 688 ;Trøndelag;NO3;0,098;0;5031;Malvik;9256908,912;11254830,9;12596038,62;14204195,65;12405243,78;10802773,61;1945977,199;72465968,66;9178569,072;11188258,44;12227161,7;13401731,85;11580204,05;11439752,49;1663658,046;70679335,64;;;;15825048,67;13591421,99;10912889,25;1253783,4;41583143,31;71193124,86;74177132,52;184728447,6;;;;;;;
Selbu;5032;0;1928;0;0;1040;0 %;0 %;-2 %;-5 %;-3 %;19 %;20 %;-4 %;12 %; 3 113 482 ; 3 911 979 ; 4 439 390 ; 11 464 851 ; 5 907 163 ; 5 086 430 ; 3 835 787 ; 14 829 380 ; 3 117 556 ; 4 003 133 ; 4 653 993 ; 11 774 682 ; 4 954 757 ; 4 223 448 ; 4 005 027 ; 13 183 232 ;Trøndelag;NO3;0,088;0;5032;Selbu;3117555,961;4003133,253;4653993,028;5248480,773;4545292,303;3934849,668;667248,581;26170553,57;3113482,474;3911978,91;4439389,858;4954757,177;4223447,781;4005026,628;585071,114;25233153,94;;;;5907162,886;5086429,856;3835786,964;503612,82;15332992,53;25542984,94;26797843,77;66736700,04;;;;;;;
Tydal;5033;0;444;0;123;1415;9 %;0 %;-2 %;2 %;0 %;36 %;37 %;19 %;31 %; 1 467 605 ; 1 799 700 ; 2 253 793 ; 5 521 098 ; 3 145 188 ; 2 813 222 ; 2 220 213 ; 8 178 623 ; 1 462 897 ; 1 836 803 ; 2 211 279 ; 5 510 980 ; 2 316 799 ; 2 046 097 ; 1 865 252 ; 6 228 148 ;Trøndelag;NO3;0,21;0;5033;Tydal;1462897,403;1836803,154;2211279,265;2539267,133;2309592,031;2190816,566;298207,596;12848863,15;1467604,597;1799700,449;2253793,16;2316799,145;2046096,627;1865252,348;261876,519;12011122,85;;;;3145188,003;2813221,843;2220213,095;395952,642;8574575,583;12001004,46;14095673,79;33434561,58;;;;;;;
Meråker;5034;0;1301;0;114;1060;11 %;-2 %;-3 %;-3 %;-2 %;25 %;26 %;-2 %;17 %; 2 136 370 ; 2 686 886 ; 3 150 594 ; 7 973 850 ; 4 332 461 ; 3 739 170 ; 2 766 602 ; 10 838 234 ; 2 173 594 ; 2 757 127 ; 3 240 749 ; 8 171 470 ; 3 478 735 ; 2 974 713 ; 2 815 265 ; 9 268 714 ;Trøndelag;NO3;0,127;0;5034;Meråker;2173593,525;2757127,374;3240748,888;3753872,026;3334975,186;2958092,842;465564,989;18683974,83;2136369,78;2686886,025;3150594,359;3478735,492;2974713,259;2815265,388;398832,698;17641397;;;;4332461,195;3739170,238;2766602,098;407743,5;11245977,03;17839016,62;19219827,2;47571348,86;;;;;;;
Stjørdal;5035;225;10904;0,02;0;542;0 %;1 %;0 %;-2 %;-1 %;19 %;21 %;-3 %;12 %; 13 773 515 ; 17 080 487 ; 19 076 776 ; 49 930 778 ; 24 720 796 ; 21 032 319 ; 16 606 207 ; 62 359 322 ; 13 691 750 ; 17 124 299 ; 19 408 691 ; 50 224 740 ; 20 847 140 ; 17 412 070 ; 17 180 000 ; 55 439 209 ;Trøndelag;NO3;0,103;0;5035;Stjørdal;13691749,8;17124299,24;19408690,99;21892787,7;18753588,55;16086641,77;2885448,994;109843207;13773514,68;17080487,39;19076775,57;20847139,6;17412069,86;17179999,94;2508674,413;107878661,5;;;;24720796,13;21032319,25;16606206,85;1952588,212;64311910,43;108172623,8;114242688,1;282033778,9;;;;;;;
Frosta;5036;0;1265;0;0;616;0 %;-1 %;1 %;-2 %;-1 %;21 %;22 %;-4 %;14 %; 1 908 745 ; 2 345 392 ; 2 637 138 ; 6 891 275 ; 3 410 764 ; 2 898 418 ; 2 307 906 ; 8 617 088 ; 1 936 608 ; 2 327 895 ; 2 692 132 ; 6 956 634 ; 2 817 956 ; 2 376 238 ; 2 393 325 ; 7 587 519 ;Trøndelag;NO3;0,127;0;5036;Frosta;1936607,617;2327895,115;2692131,631;2946499,029;2544571,753;2290968,195;404609,929;15143283,27;1908744,821;2345391,625;2637138,307;2817956,314;2376238,112;2393324,67;347702,826;14826496,68;;;;3410764,417;2898417,903;2307906,113;316644,977;8933733,41;14891856,29;15825008,16;38903513,35;;;;;;;
Levanger;5037;202;9137;0,02;125;1720;7 %;-2 %;0 %;-1 %;-1 %;23 %;25 %;-2 %;16 %; 11 764 281 ; 14 695 780 ; 16 661 447 ; 43 121 508 ; 22 054 512 ; 19 021 857 ; 14 771 375 ; 55 847 744 ; 12 058 854 ; 14 630 475 ; 16 910 779 ; 43 600 107 ; 17 882 521 ; 15 246 408 ; 15 002 204 ; 48 131 133 ;Trøndelag;NO3;0,133;0;5037;Levanger;12058853,67;14630474,93;16910778,56;19138661,19;16753885,2;14648678,55;2590872,686;96732204,78;11764280,62;14695780,14;16661447,15;17882520,77;15246407,9;15002204,38;2140237,787;93392878,74;;;;22054511,69;19021857,43;14771374,8;1835131,254;57682875,17;93871477,99;100804383,1;247807958,7;;;;;;;
Verdal;5038;147;7006;0,02;125;915;14 %;-2 %;-1 %;-1 %;-1 %;23 %;24 %;-3 %;15 %; 8 602 014 ; 10 815 264 ; 12 385 790 ; 31 803 067 ; 16 222 604 ; 14 009 219 ; 10 731 174 ; 40 962 997 ; 8 781 913 ; 10 905 190 ; 12 542 319 ; 32 229 422 ; 13 145 111 ; 11 321 666 ; 11 057 115 ; 35 523 892 ;Trøndelag;NO3;0,15;0;5038;Verdal;8781913,149;10905190,35;12542318,82;14127081,25;12362169,69;10801200,42;1892029,64;71411903,3;8602013,77;10815263,62;12385790,06;13145111,15;11321666,39;11057114,5;1603994,994;68930954,48;;;;16222604,42;14009218,8;10731173,63;1322721,957;42285718,81;69357309,34;74088786,26;182628576,6;;;;;;;
Snåsa;5041;0;912;0;0;98;0 %;0 %;3 %;-1 %;1 %;26 %;26 %;-2 %;17 %; 1 095 596 ; 1 416 373 ; 1 590 815 ; 4 102 784 ; 2 077 642 ; 1 825 521 ; 1 388 557 ; 5 291 720 ; 1 096 785 ; 1 370 401 ; 1 614 955 ; 4 082 141 ; 1 649 520 ; 1 444 912 ; 1 412 974 ; 4 507 405 ;Trøndelag;NO3;0,192;0;5041;Snåase;1096784,97;1370401,187;1614955,219;1816364,009;1600894,733;1392083,121;242050,313;9133533,552;1095596,172;1416372,737;1590815,287;1649519,618;1444911,999;1412973,577;205197,515;8815386,905;;;;2077641,821;1825520,997;1388557,465;175975,484;5467695,767;8794744,085;9570479,963;23416616,22;;;;;;;
Lierne;5042;0;681;0;0;512;0 %;0 %;6 %;-3 %;1 %;25 %;30 %;0 %;19 %; 1 044 217 ; 1 365 496 ; 1 560 704 ; 3 970 417 ; 2 046 363 ; 1 833 581 ; 1 355 563 ; 5 235 507 ; 1 041 239 ; 1 293 335 ; 1 608 538 ; 3 943 112 ; 1 638 956 ; 1 413 859 ; 1 357 554 ; 4 410 369 ;Trøndelag;NO3;0,208;0;5042;Lierne;1041239,167;1293335,148;1608537,893;1756924,421;1562207,435;1440694,609;229235,907;8932174,58;1044217,188;1365496,373;1560703,761;1638956,166;1413859,025;1357553,768;196072,456;8576858,737;;;;2046362,746;1833581,205;1355563,306;196496,17;5432003,427;8549553,623;9402420,749;22941036,74;;;;;;;
Røyrvik;5043;0;246;0;0;144;0 %;-1 %;6 %;-6 %;-1 %;22 %;30 %;-2 %;17 %; 353 053 ; 483 074 ; 523 781 ; 1 359 908 ; 682 408 ; 634 018 ; 471 773 ; 1 788 199 ; 356 563 ; 456 080 ; 558 020 ; 1 370 663 ; 557 824 ; 485 897 ; 479 670 ; 1 523 391 ;Trøndelag;NO3;0,217;0;5043;Raarvihke;356563,382;456079,965;558019,538;603074,416;549776,977;508609,163;79441,151;3111564,592;353053,177;483073,923;523781,355;557823,869;485896,553;479670,195;68048,811;2951347,883;;;;682407,509;634017,754;471773,448;69191,969;1857390,68;2962102,313;3217299,135;7920303,155;;;;;;;
Namsskogan;5044;0;495;0;0;163;0 %;2 %;7 %;-2 %;2 %;23 %;26 %;-1 %;17 %; 666 190 ; 888 089 ; 970 071 ; 2 524 350 ; 1 237 446 ; 1 116 792 ; 849 620 ; 3 203 858 ; 656 334 ; 830 328 ; 988 176 ; 2 474 838 ; 1 005 137 ; 884 722 ; 855 964 ; 2 745 823 ;Trøndelag;NO3;0,196;0;5044;Namsskogan;656334,002;830327,596;988176,422;1055240,31;953108,86;880450,808;139396,061;5503034,059;666190,373;888088,634;970071,318;1005136,82;884722,094;855964,213;124971,906;5395145,358;;;;1237446,224;1116791,739;849619,632;117073,341;3320930,936;5345633,053;5845281,261;14219110,35;;;;;;;
Grong;5045;0;1183;0;0;294;0 %;-1 %;3 %;-3 %;-1 %;27 %;28 %;-1 %;18 %; 1 596 568 ; 2 136 770 ; 2 373 110 ; 6 106 448 ; 3 184 632 ; 2 792 801 ; 2 105 984 ; 8 083 417 ; 1 616 271 ; 2 080 100 ; 2 446 206 ; 6 142 577 ; 2 516 553 ; 2 190 287 ; 2 129 632 ; 6 836 472 ;Trøndelag;NO3;0,196;0;5045;Grong;1616271,369;2080099,564;2446206,465;2725334,849;2430147,879;2148370,182;354406,121;13800836,43;1596568,497;2136770,323;2373109,593;2516552,55;2190287,047;2129632,331;300272,162;13243192,5;;;;3184631,834;2792800,904;2105984,004;285544,099;8368960,841;13279321,49;14475409,25;35412989,77;;;;;;;
Høylandet;5046;0;537;0;0;55;0 %;-1 %;2 %;-2 %;0 %;22 %;23 %;-2 %;15 %; 750 682 ; 965 709 ; 1 089 932 ; 2 806 323 ; 1 393 966 ; 1 236 040 ; 942 765 ; 3 572 770 ; 757 615 ; 944 008 ; 1 113 557 ; 2 815 181 ; 1 142 195 ; 1 006 445 ; 960 889 ; 3 109 529 ;Trøndelag;NO3;0,182;0;5046;Høylandet;757615,271;944008,383;1113557,347;1223077,611;1074368,379;967361,307;166823,718;6246812,016;750682,111;965709,04;1089931,898;1142195,212;1006444,949;960888,665;139492,076;6055343,951;;;;1393965,734;1236039,57;942765,13;118218,764;3690989,198;6064201,903;6497312,247;15993145,17;;;;;;;
Overhalla;5047;0;1593;0;0;33;0 %;0 %;2 %;-2 %;0 %;25 %;22 %;-2 %;16 %; 2 222 828 ; 2 864 503 ; 3 191 225 ; 8 278 556 ; 4 191 179 ; 3 611 206 ; 2 795 995 ; 10 598 379 ; 2 223 655 ; 2 806 822 ; 3 260 101 ; 8 290 579 ; 3 354 696 ; 2 961 351 ; 2 854 806 ; 9 170 853 ;Trøndelag;NO3;0,202;0;5047;Overhalla;2223655,428;2806822,366;3260101,135;3511324,521;3072961,009;2738148,05;483150,207;18096162,72;2222828,084;2864503,353;3191224,799;3354695,939;2961351,092;2854806,33;412987,013;17862396,61;;;;4191179,213;3611205,671;2795994,513;331983,467;10930362,86;17874419,3;19208919,1;46888922,19;;;;;;;
Flatanger;5049;0;626;0;0;580;0 %;-2 %;4 %;-3 %;-1 %;28 %;25 %;-5 %;17 %; 799 416 ; 1 014 283 ; 1 100 849 ; 2 914 548 ; 1 515 615 ; 1 272 855 ; 1 001 695 ; 3 790 165 ; 818 062 ; 975 742 ; 1 140 475 ; 2 934 278 ; 1 183 495 ; 1 016 565 ; 1 049 045 ; 3 249 105 ;Trøndelag;NO3;0,204;0;5049;Flatanger;818061,615;975741,528;1140474,531;1296486,452;1140993,485;1037027,977;173146,928;6581932,516;799415,856;1014283,368;1100849,11;1183494,567;1016565,2;1049045,489;154394,22;6318047,81;;;;1515615,232;1272854,731;1001694,777;157674,036;3947838,776;6337777,15;6862387,11;16847819,1;;;;;;;
Leka;5052;0;349;0;0;147;0 %;-2 %;6 %;-5 %;0 %;19 %;25 %;-3 %;14 %; 431 957 ; 553 176 ; 586 170 ; 1 571 303 ; 758 246 ; 665 016 ; 533 373 ; 1 956 634 ; 438 836 ; 521 640 ; 615 115 ; 1 575 591 ; 636 144 ; 532 398 ; 547 994 ; 1 716 537 ;Trøndelag;NO3;0,152;0;5052;Leka;438836,169;521640,019;615114,909;651941,186;580873,986;539630,256;91558,987;3439595,512;431957,083;553175,714;586170,184;636144,424;532398,397;547994,059;82554,256;3370394,117;;;;758245,525;665016,322;533372,571;77521,215;2034155,633;3374682,233;3605458,614;8844145,262;;;;;;;
Inderøy;5053;0;2996;0;0;729;0 %;-1 %;4 %;1 %;1 %;26 %;23 %;-1 %;17 %; 4 261 543 ; 5 385 594 ; 6 146 617 ; 15 793 754 ; 7 801 033 ; 6 662 042 ; 5 340 186 ; 19 803 261 ; 4 308 198 ; 5 193 269 ; 6 068 295 ; 15 569 762 ; 6 208 569 ; 5 420 302 ; 5 367 845 ; 16 996 715 ;Trøndelag;NO3;0,166;0;5053;Inderøy;4308197,874;5193269,302;6068294,679;6684389,447;5868249,397;5212094,891;902802,083;34237297,67;4261543,251;5385593,846;6146616,88;6208568,748;5420301,718;5367845,015;776643,998;33567113,46;;;;7801033,12;6662042,039;5340186,105;679246,74;20482508;33343121,33;36276261,98;88286919,13;;;;;;;
Indre Fosen;5054;0;4874;0;0;1175;0 %;0 %;1 %;-1 %;0 %;20 %;20 %;-3 %;13 %; 6 719 292 ; 8 286 615 ; 9 419 571 ; 24 425 478 ; 11 852 284 ; 10 080 381 ; 8 152 064 ; 30 084 729 ; 6 721 255 ; 8 178 421 ; 9 543 800 ; 24 443 476 ; 9 895 785 ; 8 426 780 ; 8 394 729 ; 26 717 294 ;Trøndelag;NO3;0,106;0;5054;Indre Fosen;6721255,196;8178421,223;9543799,945;10601843,9;9200984,223;8151965,122;1413389,379;53811658,99;6719292,371;8286615,401;9419570,654;9895784,881;8426780,234;8394728,836;1221294,463;52364066,84;;;;11852284,16;10080380,54;8152064,178;1093152,868;31177881,74;52382064,78;55603360,17;137353607,6;;;;;;;
Heim;5055;0;3174;0;0;1323;0 %;-3 %;0 %;0 %;-1 %;19 %;21 %;-2 %;13 %; 4 342 565 ; 5 347 203 ; 6 180 175 ; 15 869 943 ; 7 872 071 ; 6 777 430 ; 5 436 317 ; 20 085 818 ; 4 464 016 ; 5 329 180 ; 6 184 164 ; 15 977 361 ; 6 604 130 ; 5 600 915 ; 5 527 403 ; 17 732 448 ;Trøndelag;NO3;0,083;0;5055;Heim;4464016,264;5329180,166;6184164,273;6668658,42;6013628,831;5448236,815;911978,065;35019862,83;4342565,028;5347203,315;6180175,062;6604129,717;5600914,928;5527403,47;791750,657;34394142,18;;;;7872071,352;6777429,643;5436317,138;774874,706;20860692,84;34501559,48;36730636,24;90274697,85;;;;;;;
Hitra;5056;0;2939;0;0;2060;0 %;-3 %;2 %;0 %;0 %;21 %;23 %;1 %;15 %; 4 555 943 ; 5 512 873 ; 6 174 817 ; 16 243 633 ; 7 972 485 ; 6 794 860 ; 5 720 377 ; 20 487 723 ; 4 694 392 ; 5 407 525 ; 6 149 331 ; 16 251 247 ; 6 595 083 ; 5 504 080 ; 5 656 351 ; 17 755 514 ;Trøndelag;NO3;0,11;0;5056;Hitra;4694391,97;5407524,715;6149330,558;6695587,611;5911856,681;5541381,901;957251,938;35357325,37;4555942,559;5512872,555;6174817,494;6595083,081;5504080,184;5656350,802;831555,148;34830701,82;;;;7972485,162;6794860,103;5720377,251;879302,577;21367025,09;34838316,46;37610657,7;91555052,29;;;;;;;
Ørland;5057;0;5420;0;0;960;0 %;-2 %;1 %;-2 %;-1 %;18 %;18 %;-4 %;11 %; 7 438 214 ; 9 243 240 ; 10 189 130 ; 26 870 583 ; 12 995 591 ; 11 011 080 ; 9 174 241 ; 33 180 912 ; 7 618 718 ; 9 114 466 ; 10 432 147 ; 27 165 331 ; 11 031 591 ; 9 339 140 ; 9 513 390 ; 29 884 121 ;Trøndelag;NO3;0,105;0;5057;Ørland;7618718,079;9114465,568;10432147,05;11930307,69;10290813,53;9210246,96;1623175,949;60219874,83;7438213,953;9243239,561;10189129,62;11031591,33;9339140,019;9513389,907;1380290,994;58134995,39;;;;12995590,57;11011079,61;9174241,4;1233902,38;34414813,96;58429742,95;61285397,1;152769684,2;;;;;;;
Åfjord;5058;0;2258;0;0;1462;0 %;0 %;2 %;3 %;2 %;27 %;28 %;5 %;20 %; 3 462 802 ; 4 255 396 ; 4 930 307 ; 12 648 506 ; 6 409 878 ; 5 439 815 ; 4 537 714 ; 16 387 408 ; 3 464 988 ; 4 161 397 ; 4 782 993 ; 12 409 378 ; 5 031 269 ; 4 242 123 ; 4 329 454 ; 13 602 847 ;Trøndelag;NO3;0,193;0;5058;Åfjord;3464988,157;4161397,44;4782992,701;5368172,328;4699136,647;4300155,997;718100,714;27494943,98;3462802,418;4255396,231;4930307,395;5031269,407;4242123,324;4329453,927;634267,616;26885620,32;;;;6409878,394;5439815,259;4537714,467;709632,2;17097040,32;26646492,57;29745546,36;71477604,62;;;;;;;
