﻿KOMMUNE;KOMMUNENUMMER;Bolig-Norgespris;Bolig-alle;Bolig-andel;Fritid-Norgespris;Fritid-alle;Fritid-andel;incr_oct;incr_nov;incr_dec;incr_Q4;incr_jan;incr_feb;incr_mar;incr_Q1; okt_2025 ; nov_2025 ; des_2025 ; q4_2025 ;jan_2026;feb_2026;mar_2026; q1_2026 ;okt_2024;nov_2024;des_2024; q4_2024 ;jan_2025;feb_2025;mar_2025; q1_2025;Fylke;Region;incr_jan;;MUNICIPALITY_NUMBER;NAME;okt_2024;nov_2024;des_2024;jan_2024;feb_2024;mar_2024;apr_1_5_2024;sum_2024;okt_2025;nov_2025;des_2025;jan_2025;feb_2025;mar_2025;apr_1_5_2025;sum_2025;okt_2026;nov_2026;des_2026;jan_2026;feb_2026;mar_2026;apr_1_5_2026;sum_2026;sesong_2024_2025;sesong_2025_2026;sum_alle_valgte_perioder;;;;;;;
Ulstein;1516;0;3796;0;0;343;0 %;2 %;6 %;1 %;3 %;16 %;17 %;2 %;12 %; 5 414 426 ; 6 710 356 ; 7 255 178 ; 19 379 960 ; 8 878 880 ; 7 408 912 ; 6 675 549 ; 22 963 341 ; 5 286 377 ; 6 320 018 ; 7 193 365 ; 18 799 760 ; 7 648 965 ; 6 338 050 ; 6 547 579 ; 20 534 594 ;Møre og Romsdal;NO3;0,103;0;1516;Ulstein;5286377,237;6320018,106;7193364,933;7640358,816;6811908,16;6192902,964;1090949,094;40535879,31;5414425,673;6710355,932;7255178,368;7648965,072;6338049,707;6547579,078;906347,126;40820900,96;;;;8878879,937;7408912,067;6675548,818;892649,737;23855990,56;40240701,26;43235950,53;105212770,8;;;;;;;
Hareid;1517;0;2408;0;0;161;0 %;2 %;4 %;2 %;3 %;17 %;16 %;-1 %;11 %; 3 271 581 ; 4 064 174 ; 4 480 845 ; 11 816 600 ; 5 561 703 ; 4 644 089 ; 4 016 937 ; 14 222 728 ; 3 223 208 ; 3 894 803 ; 4 405 445 ; 11 523 456 ; 4 735 631 ; 4 013 017 ; 4 046 641 ; 12 795 289 ;Møre og Romsdal;NO3;0,099;0;1517;Hareid;3223207,85;3894803,121;4405444,532;4812018,617;4307966,258;3901516,239;667981,393;25212938,01;3271581,474;4064173,507;4480844,691;4735631,158;4013016,997;4046640,838;552318,798;25164207,46;;;;5561702,882;4644088,527;4016936,798;538987,958;14761716,17;24871063,29;26578315,84;65138861,64;;;;;;;
Ørsta;1520;123;5322;0,02;0;633;0 %;3 %;1 %;0 %;1 %;15 %;15 %;-2 %;10 %; 7 302 796 ; 9 035 845 ; 10 058 439 ; 26 397 080 ; 12 852 197 ; 10 498 824 ; 8 729 340 ; 32 080 361 ; 7 123 740 ; 8 945 552 ; 10 038 154 ; 26 107 446 ; 11 130 457 ; 9 122 165 ; 8 886 669 ; 29 139 291 ;Møre og Romsdal;NO3;0,074;0;1520;Ørsta;7123740,436;8945551,52;10038154,25;11155869,71;9776031,663;8780641,707;1416628,443;57236617,73;7302795,81;9035844,543;10058439,35;11130457,32;9122164,866;8886669,001;1247199,327;56783570,21;;;;12852196,69;10498824,42;8729339,901;1229834,281;33310195,29;56493936,72;59707274,99;147330383,2;;;;;;;
Stranda;1525;0;2145;0;0;831;0 %;2 %;1 %;0 %;1 %;18 %;17 %;-4 %;11 %; 3 479 391 ; 4 376 428 ; 4 968 008 ; 12 823 827 ; 6 394 705 ; 5 365 183 ; 4 189 956 ; 15 949 844 ; 3 405 327 ; 4 325 402 ; 4 986 968 ; 12 717 697 ; 5 424 779 ; 4 567 726 ; 4 366 147 ; 14 358 652 ;Møre og Romsdal;NO3;0,086;0;1525;Stranda;3405327,089;4325402,446;4986967,945;5524937,772;4896844,338;4375768,91;668935,049;28184183,55;3479391,262;4376428,362;4968007,798;5424778,748;4567725,739;4366147,457;596981,799;27779461,17;;;;6394704,929;5365183,07;4189956,294;658771,633;16608615,93;27673331,22;29432443,35;72572260,64;;;;;;;
Sykkylven;1528;0;3518;0;0;849;0 %;-2 %;-1 %;-3 %;-2 %;13 %;12 %;-5 %;7 %; 5 051 210 ; 6 294 648 ; 7 033 275 ; 18 379 134 ; 8 826 314 ; 7 267 449 ; 5 953 901 ; 22 047 664 ; 5 139 055 ; 6 390 002 ; 7 224 134 ; 18 753 190 ; 7 822 270 ; 6 487 782 ; 6 249 181 ; 20 559 233 ;Møre og Romsdal;NO3;0,049;0;1528;Sykkylven;5139054,726;6390001,645;7224133,867;7813389,429;6942403,188;6218780,23;1013393,653;40741156,74;5051210,136;6294648,371;7033275,032;7822269,8;6487781,652;6249181,143;866041,08;39804407,21;;;;8826314,018;7267448,855;5953901,039;872982,513;22920646,43;40178463,91;41299779,96;103466210,4;;;;;;;
Sula;1531;0;4034;0;0;200;0 %;-1 %;1 %;-1 %;-1 %;13 %;13 %;-4 %;8 %; 5 761 312 ; 7 077 381 ; 7 723 797 ; 20 562 490 ; 9 477 061 ; 7 990 310 ; 6 915 195 ; 24 382 566 ; 5 831 024 ; 7 017 395 ; 7 831 715 ; 20 680 134 ; 8 418 174 ; 7 040 245 ; 7 190 240 ; 22 648 659 ;Møre og Romsdal;NO3;0,056;0;1531;Sula;5831023,712;7017395,347;7831715,149;8415150,644;7577307,51;6843259,578;1174760,507;44690612,45;5761311,894;7077381,183;7723796,545;8418173,928;7040245,024;7190240,354;980473,362;44191622,29;;;;9477061,17;7990309,805;6915195,131;925346,382;25307912,49;44309266,88;45870402,11;114190147,2;;;;;;;
Giske;1532;0;3686;0;0;215;0 %;-2 %;3 %;-3 %;-1 %;11 %;13 %;-3 %;7 %; 5 184 150 ; 6 394 196 ; 6 927 018 ; 18 505 364 ; 8 274 137 ; 6 999 570 ; 6 287 289 ; 21 560 995 ; 5 305 982 ; 6 233 674 ; 7 104 980 ; 18 644 636 ; 7 486 003 ; 6 204 673 ; 6 450 995 ; 20 141 671 ;Møre og Romsdal;NO3;0,049;0;1532;Giske;5305982,349;6233673,941;7104979,607;7473853,75;6687073,944;6116041,72;1112181,586;40033786,9;5184149,51;6394195,985;6927018,199;7486003,17;6204672,881;6450994,696;888919,798;39535954,24;;;;8274136,834;6999569,784;6287288,739;860039,23;22421034,59;39675226,44;40926398,28;101990775,7;;;;;;;
Vestnes;1535;0;3243;0;0;478;0 %;-2 %;-1 %;0 %;-1 %;14 %;13 %;-6 %;7 %; 4 848 493 ; 6 027 022 ; 6 825 478 ; 17 700 994 ; 8 366 448 ; 6 982 912 ; 5 763 432 ; 21 112 793 ; 4 963 727 ; 6 108 799 ; 6 858 593 ; 17 931 119 ; 7 336 463 ; 6 180 856 ; 6 125 123 ; 19 642 443 ;Møre og Romsdal;NO3;0,062;0;1535;Vestnes;4963726,777;6108799,04;6858593,25;7239611,636;6535022,814;5993351,681;1008572,207;38707677,41;4848493,417;6027022,355;6825478,394;7336463,256;6180856,468;6125123,341;847631,22;38191068,45;;;;8366448,228;6982912,454;5763432,329;783868,217;21896661,23;38421193,35;39597655,39;98795407,08;;;;;;;
Rauma;1539;0;3690;0;0;640;0 %;0 %;-2 %;19 %;7 %;28 %;27 %;11 %;23 %; 4 698 392 ; 5 932 900 ; 8 113 891 ; 18 745 182 ; 9 389 341 ; 7 859 916 ; 6 483 232 ; 23 732 490 ; 4 693 266 ; 6 047 703 ; 6 824 558 ; 17 565 526 ; 7 318 505 ; 6 167 753 ; 5 863 561 ; 19 349 819 ;Møre og Romsdal;NO3;0,129;0;1539;Rauma;4693265,581;6047703;6824557,608;7466935,118;6543089,73;5650811,748;945384,404;38171747,19;4698392,031;5932899,52;8113890,894;7318505,117;6167753,059;5863560,925;825053,365;38920054,91;;;;9389341,386;7859915,738;6483232,498;823440,661;24555930,28;37740398,66;43301112,73;101647732,4;;;;;;;
Aukra;1547;0;1759;0;0;103;0 %;-3 %;-1 %;-4 %;-3 %;10 %;9 %;-7 %;4 %; 2 640 718 ; 3 204 774 ; 3 524 173 ; 9 369 665 ; 4 266 700 ; 3 560 322 ; 3 087 458 ; 10 914 480 ; 2 720 417 ; 3 235 841 ; 3 674 186 ; 9 630 443 ; 3 870 894 ; 3 266 340 ; 3 336 134 ; 10 473 368 ;Møre og Romsdal;NO3;0,05;0;1547;Aukra;2720417,068;3235840,542;3674185,652;3773822,389;3402175,692;3100792,83;548024,143;20455258,32;2640717,639;3204773,8;3524173,138;3870893,929;3266339,658;3336133,985;466010,245;20309042,39;;;;4266699,902;3560322,406;3087457,784;427950,168;11342430,26;20569821,08;20712094,84;52106730,97;;;;;;;
Averøy;1554;0;2654;0;0;687;0 %;-2 %;1 %;-2 %;-1 %;12 %;12 %;-5 %;7 %; 4 181 845 ; 5 028 363 ; 5 586 349 ; 14 796 558 ; 6 729 528 ; 5 694 313 ; 4 905 986 ; 17 329 827 ; 4 288 027 ; 5 000 820 ; 5 708 039 ; 14 996 886 ; 6 025 725 ; 5 069 366 ; 5 167 866 ; 16 262 956 ;Møre og Romsdal;NO3;0,047;0;1554;Averøy;4288027,16;5000819,932;5708039,394;5953842,709;5368443,177;4920651,959;874580,303;32114404,63;4181845,373;5028362,863;5586349,391;6025724,631;5069365,9;5167865,55;731225,848;31790739,56;;;;6729527,891;5694313,039;4905985,957;673529,556;18003356,44;31991068,42;32799914,07;81908500,63;;;;;;;
Gjemnes;1557;0;1266;0;0;554;0 %;-2 %;0 %;0 %;-1 %;15 %;14 %;-4 %;9 %; 1 945 977 ; 2 410 107 ; 2 728 656 ; 7 084 741 ; 3 368 479 ; 2 845 628 ; 2 354 013 ; 8 568 120 ; 1 995 457 ; 2 403 334 ; 2 734 388 ; 7 133 179 ; 2 925 142 ; 2 497 068 ; 2 452 668 ; 7 874 877 ;Møre og Romsdal;NO3;0,066;0;1557;Gjemnes;1995457,056;2403333,753;2734388,271;2918703,885;2629894,99;2391073,552;405250,181;15478101,69;1945977,477;2410107,383;2728656;2925142,186;2497067,572;2452667,619;342954,912;15302573,15;;;;3368479,032;2845628,117;2354013,184;336097,349;8904217,682;15351011,37;15988958,54;39684892,52;;;;;;;
Tingvoll;1560;0;1448;0;0;1025;0 %;-2 %;-2 %;-2 %;-2 %;14 %;15 %;-4 %;8 %; 2 436 073 ; 3 005 555 ; 3 447 790 ; 8 889 419 ; 4 273 728 ; 3 642 281 ; 2 970 408 ; 10 886 416 ; 2 495 313 ; 3 068 061 ; 3 535 117 ; 9 098 491 ; 3 752 202 ; 3 176 791 ; 3 110 131 ; 10 039 124 ;Møre og Romsdal;NO3;0,048;0;1560;Tingvoll;2495313,45;3068060,784;3535116,85;3723290,109;3392109,248;3045282,109;517648,855;19776821,41;2436073,007;3005555,287;3447790,242;3752201,669;3176791,074;3110131,115;448475,717;19377018,11;;;;4273727,567;3642280,866;2970407,759;442504,953;11328921,15;19586090,66;20218339,68;50482760,66;;;;;;;
Sunndal;1563;129;3773;0,03;0;616;0 %;-2 %;-5 %;-6 %;-5 %;14 %;17 %;-7 %;8 %; 4 399 300 ; 5 449 726 ; 5 999 083 ; 15 848 109 ; 7 848 702 ; 6 839 169 ; 5 190 862 ; 19 878 733 ; 4 470 281 ; 5 763 926 ; 6 389 992 ; 16 624 200 ; 6 907 587 ; 5 845 712 ; 5 586 862 ; 18 340 161 ;Møre og Romsdal;NO3;0,029;0;1563;Sunndal;4470280,961;5763926,211;6389992,465;7048030;6174005,297;5349841,6;904296,703;36100373,24;4399299,902;5449726,055;5999083,044;6907587,053;5845712,33;5586861,809;796377,865;34984648,06;;;;7848702,331;6839168,829;5190862,284;679728,764;20558462,21;35760738,69;36406571,21;91643483,5;;;;;;;
Surnadal;1566;0;2757;0;0;776;0 %;-2 %;-2 %;-1 %;-1 %;18 %;21 %;-2 %;13 %; 4 143 550 ; 5 229 070 ; 6 127 215 ; 15 499 835 ; 7 783 251 ; 6 813 852 ; 5 228 156 ; 19 825 259 ; 4 220 078 ; 5 309 923 ; 6 200 148 ; 15 730 149 ; 6 577 711 ; 5 622 055 ; 5 332 013 ; 17 531 778 ;Møre og Romsdal;NO3;0,067;0;1566;Surnadal;4220077,941;5309923,404;6200147,801;6725949,4;6064462,622;5227478,075;865333,163;34613372,41;4143550,13;5229069,931;6127214,664;6577710,858;5622054,584;5332012,707;769272,795;33800885,67;;;;7783251,163;6813851,857;5228155,77;701963,957;20527222,75;34031200,09;36027057,47;88941480,82;;;;;;;
Smøla;1573;0;1042;0;0;638;0 %;-4 %;1 %;-3 %;-2 %;13 %;19 %;-3 %;10 %; 1 726 224 ; 2 096 309 ; 2 338 945 ; 6 161 478 ; 2 866 582 ; 2 488 884 ; 2 109 450 ; 7 464 916 ; 1 805 719 ; 2 082 008 ; 2 420 039 ; 6 307 765 ; 2 545 221 ; 2 086 710 ; 2 166 542 ; 6 798 473 ;Møre og Romsdal;NO3;0,049;0;1573;Smøla;1805718,711;2082007,746;2420038,757;2523094,444;2283858,172;2108871,846;375909,811;13599499,49;1726224,368;2096308,923;2338944,908;2545221,065;2086710,1;2166541,594;317716,247;13277667,21;;;;2866581,664;2488883,537;2109450,417;325115,216;7790030,834;13423954,22;13951509,03;34667197,53;;;;;;;
Aure;1576;0;1668;0;0;1365;0 %;-2 %;1 %;-2 %;-1 %;16 %;18 %;-3 %;11 %; 2 815 812 ; 3 385 334 ; 3 742 602 ; 9 943 748 ; 4 760 482 ; 4 067 068 ; 3 401 596 ; 12 229 146 ; 2 873 593 ; 3 352 666 ; 3 826 786 ; 10 053 045 ; 4 096 388 ; 3 446 933 ; 3 491 308 ; 11 034 629 ;Møre og Romsdal;NO3;0,069;0;1576;Aure;2873593,002;3352665,76;3826785,787;4141944,455;3763989,247;3509611,494;591858,193;22060447,94;2815812,021;3385333,765;3742602,043;4096387,811;3446933,106;3491307,808;504483,984;21482860,54;;;;4760481,867;4067068,091;3401596,27;539898,429;12769044,66;21592157,26;22712792,49;56312353,13;;;;;;;
Volda;1577;114;5145;0,02;0;625;0 %;5 %;6 %;2 %;4 %;19 %;20 %;2 %;14 %; 6 925 219 ; 8 673 696 ; 9 505 646 ; 25 104 561 ; 12 193 934 ; 9 978 345 ; 8 426 504 ; 30 598 782 ; 6 578 197 ; 8 212 369 ; 9 281 124 ; 24 071 690 ; 10 229 417 ; 8 341 001 ; 8 249 255 ; 26 819 673 ;Møre og Romsdal;NO3;0,117;0;1577;Volda;6578196,715;8212369,484;9281124,136;10317326,71;8989504,589;8062872,884;1321710,434;52763104,95;6925218,53;8673696,054;9505646,428;10229417,02;8341001,384;8249254,878;1140011,178;53064245,47;;;;12193933,87;9978344,746;8426503,531;1179717,102;31778499,25;52031374,79;56883060,27;137605849,7;;;;;;;
Fjord;1578;0;1392;0;0;896;0 %;2 %;-1 %;-1 %;0 %;18 %;18 %;-4 %;11 %; 2 192 774 ; 2 709 367 ; 3 090 392 ; 7 992 533 ; 3 992 504 ; 3 395 787 ; 2 590 239 ; 9 978 530 ; 2 156 611 ; 2 744 235 ; 3 115 943 ; 8 016 789 ; 3 393 831 ; 2 866 512 ; 2 691 224 ; 8 951 568 ;Møre og Romsdal;NO3;0,079;0;1578;Fjord;2156611,205;2744234,839;3115943,229;3525687,786;3095468,649;2767774,107;416320,274;17822040,09;2192773,611;2709366,875;3090392,054;3393830,861;2866512,391;2691224,496;375744,996;17319845,28;;;;3992503,725;3395787,211;2590238,815;423834,429;10402364,18;17344102,02;18394896,72;45544249,55;;;;;;;
Hustadvika;1579;109;6359;0,02;0;867;0 %;-2 %;1 %;-1 %;-1 %;14 %;13 %;-4 %;8 %; 8 379 291 ; 10 226 713 ; 11 391 684 ; 29 997 689 ; 13 950 215 ; 11 634 658 ; 9 952 917 ; 35 537 790 ; 8 548 645 ; 10 134 302 ; 11 492 929 ; 30 175 875 ; 12 202 517 ; 10 257 774 ; 10 412 507 ; 32 872 798 ;Møre og Romsdal;NO3;0,071;0;1579;Hustadvika;8548644,584;10134301,79;11492928,79;12109674,79;10939126,59;9849874,395;1751616,296;64826167,23;8379291,398;10226713,01;11391684,28;12202516,88;10257774,46;10412507,14;1464873,434;64335360,59;;;;13950214,93;11634658,32;9952917,052;1384110,415;36921900,72;64513547,07;66919589,4;166083428,5;;;;;;;
Haram;1580;0;4314;0;0;349;0 %;-4 %;-1 %;-4 %;-3 %;9 %;11 %;-3 %;6 %; 6 305 789 ; 7 703 164 ; 8 393 914 ; 22 402 866 ; 10 133 140 ; 8 581 119 ; 7 674 370 ; 26 388 628 ; 6 579 094 ; 7 743 180 ; 8 757 044 ; 23 079 318 ; 9 269 079 ; 7 735 891 ; 7 924 693 ; 24 929 663 ;Møre og Romsdal;NO3;0,039;0;1580;Haram;6579093,54;7743180,24;8757043,798;9200844,407;8236883,295;7542374,972;1316621,745;49376042;6305788,615;7703164,031;8393913,639;9269078,854;7735890,952;7924692,875;1098150,373;48430679,34;;;;10133139,6;8581118,823;7674369,62;1059575,786;27448203,83;49107130,63;49851070,11;125254925,2;;;;;;;
Bodø;1804;0;26041;0;0;2589;0 %;-2 %;8 %;-5 %;1 %;13 %;17 %;-8 %;7 %; 37 727 154 ; 48 621 091 ; 50 890 725 ; 137 238 971 ; 61 435 221 ; 53 284 422 ; 43 913 229 ; 158 632 871 ; 38 303 853 ; 44 814 561 ; 53 362 797 ; 136 481 211 ; 54 331 186 ; 45 661 968 ; 47 837 962 ; 147 831 116 ;Nordland;NO4;0,138;0;1804;Bodø;38303853,1;44814560,9;53362796,92;56730772,23;49945480,6;45106123,92;8088864,338;296352452;37727154,46;48621091,42;50890725,36;54331185,79;45661967,92;47837962,25;7247842,77;292317930;;;;61435220,85;53284421,67;43913228,62;5305470,969;163938342,1;291560169,6;301177313,3;752608724,1;;;;;;;
Narvik;1806;0;11257;0;0;2296;0 %;2 %;11 %;-2 %;3 %;14 %;19 %;-9 %;8 %; 19 115 375 ; 24 545 524 ; 26 405 665 ; 70 066 564 ; 32 303 598 ; 27 468 373 ; 22 692 131 ; 82 464 101 ; 18 828 269 ; 22 121 886 ; 26 940 901 ; 67 891 056 ; 28 251 248 ; 22 990 229 ; 24 842 849 ; 76 084 326 ;Nordland;NO4;0,112;0;1806;Narvik;18828268,67;22121886,34;26940900,9;29477925,85;25469675,81;24038439,84;4294633;151171730,4;19115375,44;24545524,11;26405664,94;28251247,82;22990229,15;24842848,84;3732698,152;149883588,4;;;;32303597,54;27468372,64;22692131,29;2863095,795;85327197,26;147708079,9;155393761,7;386382516,1;;;;;;;
Bindal;1811;0;771;0;0;274;0 %;-3 %;4 %;-6 %;-2 %;17 %;21 %;-1 %;13 %; 1 226 142 ; 1 578 248 ; 1 717 461 ; 4 521 851 ; 2 174 384 ; 1 923 588 ; 1 578 153 ; 5 676 126 ; 1 258 902 ; 1 519 818 ; 1 829 998 ; 4 608 718 ; 1 860 800 ; 1 583 453 ; 1 593 919 ; 5 038 172 ;Nordland;NO4;0,15;0;1811;Bindal;1258901,523;1519817,697;1829998,446;2004092,413;1782084,815;1618077,254;274305,411;10287277,56;1226141,82;1578248,315;1717460,72;1860800,089;1583452,749;1593919,003;235108,722;9795131,418;;;;2174384,398;1923588,177;1578153,057;212021,044;5888146,676;9881998,229;10409997,53;25970555,65;;;;;;;
Sømna;1812;0;988;0;0;205;0 %;-5 %;3 %;-7 %;-3 %;14 %;16 %;-4 %;9 %; 1 718 349 ; 2 184 778 ; 2 340 244 ; 6 243 370 ; 2 835 306 ; 2 459 349 ; 2 101 902 ; 7 396 557 ; 1 806 309 ; 2 126 632 ; 2 512 102 ; 6 445 044 ; 2 496 019 ; 2 116 299 ; 2 185 189 ; 6 797 507 ;Nordland;NO4;0,121;0;1812;Sømna;1806309,162;2126632,148;2512102,407;2650662,385;2373390,086;2195352,738;376433,304;14040882,23;1718348,624;2184777,613;2340244,042;2496019,246;2116298,586;2185189,182;336340,182;13377217,48;;;;2835306,372;2459348,608;2101902,288;281359,623;7677916,891;13578890,91;13921287,17;35096016,6;;;;;;;
Brønnøy;1813;0;3763;0;0;546;0 %;-1 %;6 %;-4 %;0 %;14 %;17 %;-5 %;9 %; 5 549 658 ; 7 158 822 ; 7 629 493 ; 20 337 973 ; 9 271 851 ; 8 068 555 ; 6 762 999 ; 24 103 406 ; 5 601 481 ; 6 734 817 ; 7 958 798 ; 20 295 096 ; 8 167 437 ; 6 875 024 ; 7 116 840 ; 22 159 301 ;Nordland;NO4;0,116;0;1813;Brønnøy;5601481,058;6734817,066;7958797,56;8710505,267;7472507,646;6783077,366;1172618,368;44433804,33;5549657,859;7158822,314;7629493,075;8167437,274;6875023,809;7116839,66;1091059,419;43588333,41;;;;9271851,154;8068555,368;6762999,268;872600,398;24976006,19;43545455,85;45313979,44;112998143,9;;;;;;;
Vega;1815;0;616;0;0;288;0 %;-5 %;3 %;-7 %;-3 %;14 %;19 %;-4 %;10 %; 982 863 ; 1 259 848 ; 1 353 941 ; 3 596 652 ; 1 642 356 ; 1 442 975 ; 1 217 555 ; 4 302 885 ; 1 032 295 ; 1 221 381 ; 1 454 489 ; 3 708 164 ; 1 437 382 ; 1 208 992 ; 1 267 830 ; 3 914 204 ;Nordland;NO4;0,108;0;1815;Vega;1032295,141;1221380,518;1454488,507;1550084,92;1371216,697;1271070,334;217670,25;8118206,367;982862,727;1259847,624;1353941,266;1437382,432;1208991,648;1267829,897;192485,551;7703341,145;;;;1642355,512;1442975,198;1217554,782;168639,918;4471525,41;7814853,694;8068177,027;20293072,92;;;;;;;
Vevelstad;1816;0;269;0;0;136;0 %;-1 %;6 %;-4 %;0 %;14 %;21 %;-3 %;11 %; 426 860 ; 548 585 ; 581 370 ; 1 556 815 ; 714 634 ; 635 660 ; 527 809 ; 1 878 102 ; 430 307 ; 517 287 ; 604 835 ; 1 552 429 ; 626 703 ; 526 339 ; 546 401 ; 1 699 443 ;Nordland;NO4;0,12;0;1816;Vevelstad;430307,149;517286,81;604834,598;638157,873;565422,341;533491,383;88545,405;3378045,559;426859,741;548585,351;581369,512;626703,195;526338,665;546400,693;83012,219;3339269,376;;;;714633,561;635659,578;527809,277;71005,903;1949108,319;3334883,329;3505922,923;8666423,254;;;;;;;
Herøy;1818;0;0;0;0;0;0 %;1 %;9 %;-5 %;1 %;13 %;19 %;-5 %;9 %; 1 712 993 ; 2 204 026 ; 2 301 489 ; 6 218 507 ; 2 814 282 ; 2 465 430 ; 2 079 942 ; 7 359 654 ; 1 696 222 ; 2 024 420 ; 2 425 923 ; 6 146 565 ; 2 489 066 ; 2 063 853 ; 2 190 694 ; 6 743 613 ;Nordland;NO4;0,146;0;1818;Herøy;1696222,105;2024419,576;2425923,151;2563902,812;2280588,187;2108523,049;364885,468;13464464,35;1712992,687;2204025,909;2301488,887;2489065,919;2063853,319;2190693,558;338715,941;13300836,22;;;;2814282,463;2465429,971;2079941,764;304880,692;7664534,89;13228893,57;13883042,37;34429835,46;;;;;;;
Alstahaug;1820;0;3454;0;0;394;0 %;-3 %;6 %;-8 %;-2 %;11 %;16 %;-8 %;6 %; 5 533 804 ; 7 145 150 ; 7 370 669 ; 20 049 623 ; 9 046 058 ; 7 939 085 ; 6 643 651 ; 23 628 794 ; 5 679 096 ; 6 741 470 ; 7 977 775 ; 20 398 341 ; 8 169 565 ; 6 863 538 ; 7 213 383 ; 22 246 486 ;Nordland;NO4;0,106;0;1820;Alstahaug;5679096,036;6741470,357;7977774,807;8357135,541;7468103,661;6842538,11;1195666,06;44261784,57;5533804,343;7145149,839;7370668,805;8169565,058;6863537,786;7213383,279;1096002,656;43392111,77;;;;9046058,045;7939085,31;6643650,529;862697,948;24491491,83;43740829,98;44541114,82;112145388,2;;;;;;;
Leirfjord;1822;0;1134;0;0;500;0 %;-1 %;11 %;-5 %;1 %;17 %;22 %;-5 %;12 %; 2 157 795 ; 2 830 227 ; 2 884 540 ; 7 872 562 ; 3 635 582 ; 3 233 546 ; 2 630 626 ; 9 499 754 ; 2 175 062 ; 2 549 069 ; 3 039 737 ; 7 763 868 ; 3 099 704 ; 2 640 134 ; 2 755 292 ; 8 495 130 ;Nordland;NO4;0,149;0;1822;Leirfjord;2175061,913;2549068,606;3039737,369;3179519,208;2839918,696;2641093,56;444214,972;16868614,32;2157795,42;2830226,507;2884540,49;3099703,811;2640133,734;2755292,215;417340,443;16785032,62;;;;3635581,825;3233546,283;2630625,711;360912,874;9860666,693;16676338,09;17733229,11;43514313,64;;;;;;;
Vefsn;1824;0;6581;0;0;421;0 %;-1 %;11 %;-4 %;2 %;21 %;28 %;-5 %;15 %; 10 171 016 ; 13 830 677 ; 14 206 325 ; 38 208 018 ; 18 322 096 ; 16 719 571 ; 12 494 236 ; 47 535 903 ; 10 238 544 ; 12 484 072 ; 14 844 923 ; 37 567 538 ; 15 157 267 ; 13 090 979 ; 13 131 210 ; 41 379 456 ;Nordland;NO4;0,162;0;1824;Vefsn;10238543,6;12484071,56;14844922,97;16106606,46;14285932,74;12902018,26;2169357,482;83031453,08;10171015,61;13830676,88;14206325,32;15157267,03;13090978,99;13131209,85;1927236,412;81514710,1;;;;18322095,68;16719571,4;12494236,07;1537842,885;49073746,04;80874230,42;87281763,86;213619909,2;;;;;;;
Grane;1825;0;753;0;0;541;0 %;-1 %;11 %;-6 %;1 %;24 %;32 %;-2 %;19 %; 910 975 ; 1 262 730 ; 1 286 778 ; 3 460 483 ; 1 749 633 ; 1 617 925 ; 1 187 627 ; 4 555 184 ; 920 739 ; 1 139 601 ; 1 371 153 ; 3 431 493 ; 1 408 538 ; 1 222 915 ; 1 206 336 ; 3 837 789 ;Nordland;NO4;0,148;0;1825;Grane;920739,165;1139600,662;1371153,183;1534092,033;1357990,323;1260301,682;201472,632;7785349,68;910974,847;1262729,676;1286778,452;1408538,319;1222914,508;1206335,689;176617,735;7474889,226;;;;1749632,76;1617924,697;1187626,807;162154,006;4717338,27;7445899,261;8177821,245;19977577,18;;;;;;;
Hattfjelldal;1826;0;673;0;0;374;0 %;-1 %;10 %;-5 %;1 %;19 %;29 %;-4 %;15 %; 920 155 ; 1 273 335 ; 1 318 377 ; 3 511 866 ; 1 713 430 ; 1 580 840 ; 1 195 509 ; 4 489 779 ; 929 523 ; 1 155 726 ; 1 390 249 ; 3 475 499 ; 1 437 899 ; 1 227 595 ; 1 245 092 ; 3 910 585 ;Nordland;NO4;0,173;0;1826;Aarborte;929523,159;1155726,302;1390249,055;1504610,381;1357942,666;1256626,085;203932,173;7798609,821;920154,66;1273334,527;1318376,833;1437898,628;1227595,077;1245091,709;181130,177;7603581,611;;;;1713429,651;1580840,128;1195508,766;165910,981;4655689,526;7567214,107;8167555,546;20057880,96;;;;;;;
Dønna;1827;0;758;0;0;495;0 %;-4 %;6 %;-8 %;-2 %;15 %;19 %;-5 %;10 %; 1 412 770 ; 1 828 239 ; 1 925 050 ; 5 166 059 ; 2 389 020 ; 2 081 964 ; 1 743 695 ; 6 214 680 ; 1 469 060 ; 1 730 159 ; 2 081 252 ; 5 280 471 ; 2 081 144 ; 1 752 175 ; 1 830 608 ; 5 663 926 ;Nordland;NO4;0,137;0;1827;Dønna;1469059,643;1730158,904;2081252,328;2237130,124;1980174,637;1849719,694;316730,406;11664225,74;1412769,771;1828239,151;1925050,372;2081143,631;1752174,846;1830607,896;277919,636;11107905,3;;;;2389020,07;2081964,336;1743695,415;250734,063;6465413,884;11222316,88;11631473,18;29237544,92;;;;;;;
