,ImplicitDayrate,ImplicitDayrate,ImplicitDayrate,ImplicitDayrate,Count,Count,Count,Count
VesselType,Aframax/LR2,MR,Suezmax,VLCC,Aframax/LR2,MR,Suezmax,VLCC
Date,,,,,,,,
2015-03-06,43903.50842212139,29500.671323309667,39234.521495750545,50023.415452420406,5.0,6.0,11.0,14.0
2015-03-07,43903.50842212139,29500.671323309667,39234.521495750545,50023.415452420406,5.0,6.0,11.0,14.0
2015-03-08,43903.50842212139,29500.671323309667,39234.521495750545,50023.415452420406,5.0,6.0,11.0,14.0
2015-03-09,43729.68065284156,29396.587864231013,39090.804661597234,49833.64638519602,5.0,6.0,11.0,14.0
2015-03-10,42686.707406121466,28772.083139267488,38228.49817428387,48695.024742692905,5.0,6.0,11.0,14.0
2015-03-11,43121.27931596145,29032.293275898475,38587.792315564715,49169.45012543766,5.0,6.0,11.0,14.0
2015-03-12,43990.42313564144,29552.713549160446,39306.38059812639,50118.30089092719,5.0,6.0,11.0,14.0
2015-03-13,43498.85095004245,29483.61473614951,38900.18437608277,49568.68471319014,5.0,6.0,11.0,14.0
2015-03-14,43498.85095004245,29483.61473614951,38900.18437608277,49568.68471319014,5.0,6.0,11.0,14.0
2015-03-15,43498.85095004245,29483.61473614951,38900.18437608277,49568.68471319014,5.0,6.0,11.0,14.0
2015-03-16,43759.168156201755,29641.166294561208,39115.41037817603,49852.778223588015,5.0,6.0,11.0,14.0
2015-03-17,42978.21488266741,29168.510617637738,38469.731003522684,49000.49588617188,5.0,6.0,11.0,14.0
2015-03-18,43932.71406367891,29746.201334627924,39258.89529182057,50042.17510133492,5.0,6.0,11.0,14.0
2015-03-19,44279.80422357679,29956.270413072984,39545.86375073611,50420.967050606276,5.0,6.0,11.0,14.0
2015-03-20,43158.775996639044,29110.80834587382,38206.00742836217,49458.81557959194,5.0,6.0,11.0,14.0
2015-03-21,43158.775996639044,29110.80834587382,38206.00742836217,49458.81557959194,5.0,6.0,11.0,14.0
2015-03-22,43158.775996639044,29110.80834587382,38206.00742836217,49458.81557959194,5.0,6.0,11.0,14.0
2015-03-23,43158.775996639044,29110.80834587382,38206.00742836217,49458.81557959194,5.0,6.0,11.0,14.0
2015-03-24,43680.82918933464,29424.247059526453,38631.391958470005,50032.49867033844,5.0,6.0,11.0,14.0
2015-03-25,42375.69703737633,28640.650773591955,37567.9313093305,48598.2918553163,5.0,6.0,11.0,14.0
2015-03-26,43071.76685459622,29058.568394199345,38135.10978130084,49363.20142718615,5.0,6.0,11.0,14.0
2015-03-27,42879.997252363755,29141.188289957743,37882.8975322176,49137.56834359574,5.0,6.0,11.0,14.0
2015-03-28,42879.997252363755,29141.188289957743,37882.8975322176,49137.56834359574,5.0,6.0,11.0,14.0
2015-03-29,42879.997252363755,29141.188289957743,37882.8975322176,49137.56834359574,5.0,6.0,11.0,14.0
2015-03-30,41662.5032525499,28403.1843256633,36894.25575795262,47800.19614240514,5.0,6.0,11.0,14.0
2015-03-31,41749.4673466369,28455.899038177115,36964.873219959554,47895.722988493464,5.0,6.0,11.0,14.0
2015-04-01,41749.4673466369,28455.899038177115,36964.873219959554,47895.722988493464,5.0,6.0,11.0,14.0
2015-04-02,42966.959687748626,29193.90199702205,37953.51364730847,49233.093367661044,5.0,6.0,11.0,14.0
2015-04-03,42943.884672386586,29143.255199891522,37934.65699898039,48135.42737554698,5.0,6.0,11.0,14.0
2015-04-04,42943.884672386586,29143.255199891522,37934.65699898039,48135.42737554698,5.0,6.0,11.0,14.0
2015-04-05,42943.884672386586,29143.255199891522,37934.65699898039,48135.42737554698,5.0,6.0,11.0,14.0
2015-04-06,42201.47665835074,28694.025056013306,37331.8019191175,47343.10536586696,5.0,6.0,11.0,14.0
2015-04-07,42289.396141404635,28747.2250232487,37403.194880906565,47436.9359013492,5.0,6.0,11.0,14.0
2015-04-08,42816.91136280339,29066.42381195609,37831.55128993352,47999.91732457407,5.0,6.0,11.0,14.0
2015-04-09,42728.99187974948,29013.2238447207,37760.158328144455,47906.08678909183,5.0,6.0,11.0,14.0
2015-04-10,45575.75990555421,30732.65404289691,40075.744582520136,50848.05974235677,5.0,6.0,11.0,14.0
2015-04-11,45575.75990555421,30732.65404289691,40075.744582520136,50848.05974235677,5.0,6.0,11.0,14.0
2015-04-12,45575.75990555421,30732.65404289691,40075.744582520136,50848.05974235677,5.0,6.0,11.0,14.0
2015-04-13,47335.730906143945,31797.46050083343,41505.075238427875,52721.778609205314,5.0,6.0,11.0,14.0
2015-04-14,48567.71194930808,32542.825833771836,42505.60778805603,54033.38324553334,5.0,6.0,11.0,14.0
2015-04-15,48215.71640643881,32329.863729801684,42219.74056638173,53658.63804262957,5.0,6.0,11.0,14.0
2015-04-16,47511.728677578576,31903.941552818505,41648.00884926502,52909.15121065719,5.0,6.0,11.0,14.0
2015-04-17,47287.74126533662,31687.23651247089,41382.65399722131,52435.43245131282,5.0,6.0,11.0,14.0
2015-04-18,47287.74126533662,31687.23651247089,41382.65399722131,52435.43245131282,5.0,6.0,11.0,14.0
2015-04-19,47287.74126533662,31687.23651247089,41382.65399722131,52435.43245131282,5.0,6.0,11.0,14.0
2015-04-20,48082.35759517081,32166.322301141525,42026.27388997536,53276.57227267401,5.0,6.0,11.0,14.0
2015-04-21,48700.393453937526,32538.94514528289,42526.86789767791,53930.79312407074,5.0,6.0,11.0,14.0
2015-04-22,46934.57863918943,31474.309608096777,41096.600863109394,52061.59272877543,5.0,6.0,11.0,14.0
2015-04-23,47199.45018779676,31634.004532548468,41311.14037269109,52341.97207502638,5.0,6.0,11.0,14.0
2015-04-24,46375.1145219003,31098.984724643433,40683.72917278472,51550.216364238484,5.0,6.0,11.0,14.0
2015-04-25,46375.1145219003,31098.984724643433,40683.72917278472,51550.216364238484,5.0,6.0,11.0,14.0
2015-04-26,46375.1145219003,31098.984724643433,40683.72917278472,51550.216364238484,5.0,6.0,11.0,14.0
2015-04-27,45581.12299660445,30621.074864970404,40039.76851653479,50708.03831590129,5.0,6.0,11.0,14.0
2015-04-28,45757.564622954575,30727.27649332916,40182.87012640637,50895.188001749186,5.0,6.0,11.0,14.0
2015-04-29,44346.023198713,29877.658402341844,39038.050423778106,49397.98159092269,5.0,6.0,11.0,14.0
2015-04-30,45051.79475217784,30302.467954247226,39610.4609574578,50146.58568874029,5.0,6.0,11.0,14.0
2015-05-01,44326.435922499346,30102.769505996574,39292.716551217934,49496.026500923246,5.0,6.0,11.0,14.0
2015-05-02,44326.435922499346,30102.769505996574,39292.716551217934,49496.026500923246,5.0,6.0,11.0,14.0
2015-05-03,44326.435922499346,30102.769505996574,39292.716551217934,49496.026500923246,5.0,6.0,11.0,14.0
2015-05-04,44238.69580843795,30049.376092029466,39220.89101396864,49402.66965191798,5.0,6.0,11.0,14.0
2015-05-05,44150.955694376564,29995.982678062355,39149.06547671936,49309.31280291271,5.0,6.0,11.0,14.0
2015-05-06,43536.77824295379,29622.230817081927,38646.2894558907,48655.8184211434,5.0,6.0,11.0,14.0
2015-05-07,43098.07934615031,29355.26476564105,38287.16313960243,48189.03595675084,5.0,6.0,11.0,14.0
2015-05-08,43219.78707320325,30582.6672958211,38552.23841676798,48404.008174291455,5.0,6.0,11.0,14.0
2015-05-09,43219.78707320325,30582.6672958211,38552.23841676798,48404.008174291455,5.0,6.0,11.0,14.0
2015-05-10,43219.78707320325,30582.6672958211,38552.23841676798,48404.008174291455,5.0,6.0,11.0,14.0
2015-05-11,42699.43284574327,30248.671225562466,38123.78037351774,47849.058148455006,5.0,6.0,11.0,14.0
2015-05-12,42872.883152122944,30360.002541152517,38266.59881324744,48034.04031430882,5.0,6.0,11.0,14.0
2015-05-13,43133.061092933174,30527.001107153956,38480.82851588784,48311.51620929579,5.0,6.0,11.0,14.0
2015-05-14,44607.39614088256,31473.322067518468,39694.79138272786,49883.87255767199,5.0,6.0,11.0,14.0
2015-05-15,46664.44985569755,31846.948276401356,41453.475772599195,52347.838413964695,5.0,6.0,11.0,14.0
2015-05-16,46664.44985569755,31846.948276401356,41453.475772599195,52347.838413964695,5.0,6.0,11.0,14.0
2015-05-17,46664.44985569755,31846.948276401356,41453.475772599195,52347.838413964695,5.0,6.0,11.0,14.0
2015-05-18,45880.849512109526,31363.477844931924,40806.925106322866,51506.57780107276,5.0,6.0,11.0,14.0
2015-05-19,45271.38165561533,30987.44471789578,40304.05160465234,50852.26300056548,5.0,6.0,11.0,14.0
2015-05-20,45619.64829046931,31202.320351370214,40591.407304084045,51226.15640819919,5.0,6.0,11.0,14.0
2015-05-21,46054.981999203366,31470.915149365224,40950.602270928684,51693.523613457415,5.0,6.0,11.0,14.0
2015-05-22,48123.43477624971,32945.109272015274,42805.26510468336,54189.35473023902,5.0,6.0,11.0,14.0
2015-05-23,48123.43477624971,32945.109272015274,42805.26510468336,54189.35473023902,5.0,6.0,11.0,14.0
2015-05-24,48123.43477624971,32945.109272015274,42805.26510468336,54189.35473023902,5.0,6.0,11.0,14.0
2015-05-25,48123.43477624971,32945.109272015274,42805.26510468336,54189.35473023902,5.0,6.0,11.0,14.0
2015-05-26,46910.49503699483,32190.66510815532,41799.92315688726,52878.71570034594,5.0,6.0,11.0,14.0
2015-05-27,48123.43477624971,32945.109272015274,42805.26510468336,54189.35473023902,5.0,6.0,11.0,14.0
2015-05-28,48729.905472127,33322.33186786968,43307.93676341645,54844.67513798778,5.0,6.0,11.0,14.0
2015-05-29,46854.623749875325,31595.87001329971,41367.036741916934,50464.81497375591,5.0,6.0,11.0,14.0
2015-05-30,46854.623749875325,31595.87001329971,41367.036741916934,50464.81497375591,5.0,6.0,11.0,14.0
2015-05-31,46854.623749875325,31595.87001329971,41367.036741916934,50464.81497375591,5.0,6.0,11.0,14.0
2015-06-01,46747.97131701016,31453.136317388755,41174.62525676649,50225.337782702176,6.0,6.0,11.0,14.0
2015-06-02,48072.17806368805,32254.691043047213,42255.15732180538,51570.17841722396,6.0,6.0,11.0,14.0
2015-06-03,47788.420119431714,32082.92970613181,42023.61526219295,51281.99893561232,6.0,6.0,11.0,14.0
2015-06-04,46464.213372753824,31281.37498047335,40943.08319715405,49937.15830109053,6.0,6.0,11.0,14.0
2015-06-05,46815.066291056515,31595.78888837048,40557.619524056565,50376.26595784733,6.0,6.0,11.0,14.0
2015-06-06,46815.066291056515,31595.78888837048,40557.619524056565,50376.26595784733,6.0,6.0,11.0,14.0
2015-06-07,46815.066291056515,31595.78888837048,40557.619524056565,50376.26595784733,6.0,6.0,11.0,14.0
2015-06-08,47005.04339177839,31711.291177850024,40709.29768902306,50569.6149442973,6.0,6.0,11.0,14.0
2015-06-09,47195.02049250027,31826.79346732956,40860.97585398956,50762.96393074728,6.0,6.0,11.0,14.0
2015-06-10,48429.866211924775,32577.55504441219,41846.87958674129,52019.72681093436,6.0,6.0,11.0,14.0
2015-06-11,48144.90237259786,32404.30271170434,41619.36378580172,51729.70517517196,6.0,6.0,11.0,14.0
2015-06-12,48772.949817894696,32846.73467254649,42285.92154931184,52581.678697877316,6.0,6.0,11.0,14.0
2015-06-13,48772.949817894696,32846.73467254649,42285.92154931184,52581.678697877316,6.0,6.0,11.0,14.0
2015-06-14,48772.949817894696,32846.73467254649,42285.92154931184,52581.678697877316,6.0,6.0,11.0,14.0
2015-06-15,47352.78926685903,31981.162947159133,41146.22352003266,51128.78832061899,6.0,6.0,11.0,14.0
2015-06-16,46595.37102863768,31519.52513387175,40538.38515076416,50353.91419172612,6.0,6.0,11.0,14.0
2015-06-17,46121.984178292456,31231.001225409298,40158.485807671095,49869.617399306684,6.0,6.0,11.0,14.0
2015-06-18,46595.37102863768,31519.52513387175,40538.38515076416,50353.91419172612,6.0,6.0,11.0,14.0
2015-06-19,46927.83127371977,31719.080689656923,40804.88255407709,50268.272146633135,6.0,6.0,11.0,14.0
2015-06-20,46927.83127371977,31719.080689656923,40804.88255407709,50268.272146633135,6.0,6.0,11.0,14.0
2015-06-21,46927.83127371977,31719.080689656923,40804.88255407709,50268.272146633135,6.0,6.0,11.0,14.0
2015-06-22,47402.99264092878,32008.648013772116,41186.20217114346,50749.10488878231,6.0,6.0,11.0,14.0
2015-06-23,47498.02527688994,32066.561699517486,41262.466385480504,50845.27180405843,6.0,6.0,11.0,14.0
2015-06-24,47498.02527688994,32066.561699517486,41262.466385480504,50845.27180405843,6.0,6.0,11.0,14.0
2015-06-25,46262.60644718521,31313.68709866268,40271.03596295553,49595.10740816307,6.0,6.0,11.0,14.0
2015-06-26,46192.31905292233,31370.910438286453,40296.262540184885,49853.11547744612,6.0,6.0,11.0,14.0
2015-06-27,46192.31905292233,31370.910438286453,40296.262540184885,49853.11547744612,6.0,6.0,11.0,14.0
2015-06-28,46192.31905292233,31370.910438286453,40296.262540184885,49853.11547744612,6.0,6.0,11.0,14.0
2015-06-29,45056.92702426559,30675.970344753343,39382.63810473326,48694.22881635418,6.0,6.0,11.0,14.0
2015-06-30,43921.5331909501,29981.029146641642,38469.012217113326,47535.34031325972,6.0,6.0,11.0,14.0
2015-07-01,31009.69500126818,21381.123756598594,29534.592907645958,36961.14591124819,7.0,10.0,15.0,20.0
2015-07-02,30026.229991420838,20809.77108351523,28679.323889645642,35842.97324375491,7.0,10.0,15.0,20.0
2015-07-03,30058.49676637895,20859.397343356824,28739.91301550709,35888.22323634586,7.0,10.0,15.0,20.0
2015-07-04,30058.49676637895,20859.397343356824,28739.91301550709,35888.22323634586,7.0,10.0,15.0,20.0
2015-07-05,30058.49676637895,20859.397343356824,28739.91301550709,35888.22323634586,7.0,10.0,15.0,20.0
2015-07-06,30061.577130295784,20861.19134255933,28742.596521069252,35891.72675516936,7.0,10.0,15.0,20.0
2015-07-07,29772.62562398518,20692.906430165724,28490.87205106639,35563.08148182888,7.0,10.0,15.0,20.0
2015-07-08,29021.351046220097,20255.36527276875,27836.38785290737,34708.60301893429,7.0,10.0,15.0,20.0
2015-07-09,29541.46353712668,20558.27798668604,28289.491706861983,35300.16426021072,7.0,10.0,15.0,20.0
2015-07-10,30123.30817212598,20820.579356030506,28724.365967442165,35741.462951137255,7.0,10.0,15.0,20.0
2015-07-11,30123.30817212598,20820.579356030506,28724.365967442165,35741.462951137255,7.0,10.0,15.0,20.0
2015-07-12,30123.30817212598,20820.579356030506,28724.365967442165,35741.462951137255,7.0,10.0,15.0,20.0
2015-07-13,29890.85585569429,20686.026696197452,28522.639612476323,35479.46030868047,7.0,10.0,15.0,20.0
2015-07-14,30181.42152833892,20854.217681388196,28774.797796660412,35806.96392408324,7.0,10.0,15.0,20.0
2015-07-15,30995.005190059885,21325.152311602724,29480.84051999443,36723.97379734555,7.0,10.0,15.0,20.0
2015-07-16,30762.552873628192,21190.59965176967,29279.114165028594,36461.97115488877,7.0,10.0,15.0,20.0
2015-07-17,30828.157539211636,21200.886329523953,29215.543450560494,36479.66935606008,7.0,10.0,15.0,20.0
2015-07-18,30828.157539211636,21200.886329523953,29215.543450560494,36479.66935606008,7.0,10.0,15.0,20.0
2015-07-19,30828.157539211636,21200.886329523953,29215.543450560494,36479.66935606008,7.0,10.0,15.0,20.0
2015-07-20,32052.146327807426,21907.854598391175,30271.105245114653,37856.158451347146,7.0,10.0,15.0,20.0
2015-07-21,33567.56234190508,22783.149409979593,31577.992417808575,39560.38453386044,7.0,10.0,15.0,20.0
2015-07-22,35665.830583601644,23995.09602278568,33387.5284293289,41920.082090400945,7.0,10.0,15.0,20.0
2015-07-23,34558.41157350419,23355.457728894577,32432.495827304072,40674.68653979176,7.0,10.0,15.0,20.0
2015-07-24,34198.6016647185,23502.333064760453,32258.061203258534,40269.287916229936,7.0,10.0,15.0,20.0
2015-07-25,34198.6016647185,23502.333064760453,32258.061203258534,40269.287916229936,7.0,10.0,15.0,20.0
2015-07-26,34198.6016647185,23502.333064760453,32258.061203258534,40269.287916229936,7.0,10.0,15.0,20.0
2015-07-27,33792.61425173533,23262.210016188306,31905.784234874067,39812.7293968528,7.0,10.0,15.0,20.0
2015-07-28,34140.60330483138,23468.02967863834,32207.735784935394,40204.06509288723,7.0,10.0,15.0,20.0
2015-07-29,35242.567717779944,24119.791397827874,33163.91489356501,41443.29376031128,7.0,10.0,15.0,20.0
2015-07-30,34488.592357927424,23673.849341088364,32509.68733499672,40595.40078892163,7.0,10.0,15.0,20.0
2015-07-31,34402.00268366453,23292.30973870515,32239.67160158148,39823.82811705241,7.0,10.0,15.0,20.0
2015-08-01,34402.00268366453,23292.30973870515,32878.65959684412,39823.82811705241,7.0,10.0,14.0,20.0
2015-08-02,34402.00268366453,23292.30973870515,32878.65959684412,39823.82811705241,7.0,10.0,14.0,20.0
2015-08-03,33570.75761995897,22811.311456709533,32143.07274408279,38910.76757078682,7.0,10.0,14.0,20.0
2015-08-04,33570.75761995897,22811.311456709533,32143.07274408279,38910.76757078682,7.0,10.0,14.0,20.0
2015-08-05,32864.649322347126,22402.72331239009,31518.222139817506,38135.160404993745,7.0,10.0,14.0,20.0
2015-08-06,33276.54601634207,22641.066504815255,31882.718491167703,38587.59812383864,7.0,10.0,14.0,20.0
2015-08-07,32731.00275417606,22354.27725614397,31586.031887259865,37861.602564979694,7.0,10.0,14.0,20.0
2015-08-08,32731.00275417606,22354.27725614397,31586.031887259865,37861.602564979694,7.0,10.0,14.0,20.0
2015-08-09,32731.00275417606,22354.27725614397,31586.031887259865,37861.602564979694,7.0,10.0,14.0,20.0
2015-08-10,31731.344351049294,21774.629790535106,30693.701301073183,36768.80543491746,7.0,10.0,14.0,20.0
2015-08-11,31554.93457242034,21672.339367355497,30536.23166876612,36575.95945953462,7.0,10.0,14.0,20.0
2015-08-12,30849.293214732505,21263.17637394375,29906.351137202866,35804.57310583367,7.0,10.0,14.0,20.0
2015-08-13,31437.32730561037,21604.145318337985,30431.251246449745,36447.3946585562,7.0,10.0,14.0,20.0
2015-08-14,31220.611977718756,21546.832104326648,30054.56039322236,35769.53120083606,7.0,10.0,14.0,20.0
2015-08-15,31220.611977718756,21546.832104326648,30054.56039322236,35769.53120083606,7.0,10.0,14.0,20.0
2015-08-16,31220.611977718756,21546.832104326648,30054.56039322236,35769.53120083606,7.0,10.0,14.0,20.0
2015-08-17,32228.96075321454,22134.566483611747,30946.476987174778,36852.16488373579,7.0,10.0,14.0,20.0
2015-08-18,32110.332084452584,22065.421611624435,30841.54615296492,36724.79685822687,7.0,10.0,14.0,20.0
2015-08-19,31398.555546530475,21650.54974201794,30211.957144889217,35960.583846440975,7.0,10.0,14.0,20.0
2015-08-20,30508.83543979664,21131.960234720154,29424.971385146648,35005.31818905017,7.0,10.0,14.0,20.0
2015-08-21,30405.791951891453,20988.277493461614,29022.363925891426,34680.9044072622,7.0,10.0,14.0,20.0
2015-08-22,30405.791951891453,20988.277493461614,29022.363925891426,34680.9044072622,7.0,10.0,14.0,20.0
2015-08-23,30405.791951891453,20988.277493461614,29022.363925891426,34680.9044072622,7.0,10.0,14.0,20.0
2015-08-24,29627.794173793045,20537.79200929631,28345.316836725557,33853.221852906485,7.0,10.0,14.0,20.0
2015-08-25,30226.254354321725,20884.319508176926,28866.122595578734,34489.901114524524,7.0,10.0,14.0,20.0
2015-08-26,37131.5687381514,24882.71639449766,34875.42382362888,41836.20518984855,7.0,10.0,14.0,20.0
2015-08-27,37608.22484198632,25158.71545485648,35290.23044225877,42343.30167865295,7.0,10.0,14.0,20.0
2015-08-28,39202.43313651677,25826.489993007723,36495.64804847063,43941.077303039165,7.0,10.0,14.0,20.0
2015-08-29,39202.43313651677,25826.489993007723,36495.64804847063,43941.077303039165,7.0,10.0,14.0,20.0
2015-08-30,39202.43313651677,25826.489993007723,36495.64804847063,43941.077303039165,7.0,10.0,14.0,20.0
2015-08-31,38819.050487831344,25607.698742348963,36164.291816265526,43534.44203311423,7.0,10.0,14.0,20.0
2015-09-01,37896.42231486208,25081.167422924053,36931.019367194276,42555.85534578729,7.0,10.0,12.0,20.0
2015-09-02,38762.929426471856,25575.671217772033,37726.21465043397,43474.91716152018,7.0,10.0,12.0,20.0
2015-09-03,39340.601446334615,25905.340763667547,38256.34540100683,44087.62568792433,7.0,10.0,12.0,20.0
2015-09-04,39735.31790614693,25737.100634521757,38088.218280997375,44156.683158229214,7.0,10.0,12.0,20.0
2015-09-05,39735.31790614693,25737.100634521757,38088.218280997375,44156.683158229214,7.0,10.0,12.0,20.0
2015-09-06,39735.31790614693,25737.100634521757,38088.218280997375,44156.683158229214,7.0,10.0,12.0,20.0
2015-09-07,39735.31790614693,25737.100634521757,38088.218280997375,44156.683158229214,7.0,10.0,12.0,20.0
2015-09-08,39832.8334589327,25791.518666980784,38176.046974481666,44259.017915409095,7.0,10.0,12.0,20.0
2015-09-09,39247.74200217257,25465.01151016424,37649.07648876891,43645.01132420301,7.0,10.0,12.0,20.0
2015-09-10,39540.28680057539,25628.26456960369,37912.560894028786,43952.013643869475,7.0,10.0,12.0,20.0
2015-09-11,39826.994251939715,25460.14716911678,38145.975993555774,44017.86728220958,7.0,10.0,12.0,20.0
2015-09-12,39826.994251939715,25460.14716911678,38145.975993555774,44017.86728220958,7.0,10.0,12.0,20.0
2015-09-13,39826.994251939715,25460.14716911678,38145.975993555774,44017.86728220958,7.0,10.0,12.0,20.0
2015-09-14,38944.00691305178,24976.681121598533,37351.40335201449,43097.890199458445,7.0,10.0,12.0,20.0
2015-09-15,39434.555642577834,25245.273484064066,37792.832784417384,43608.988795396464,7.0,10.0,12.0,20.0
2015-09-16,40611.873341958366,25889.895563820766,38852.26409575221,44835.62620552227,7.0,10.0,12.0,20.0
2015-09-17,41691.079049879765,26480.79794156608,39823.40749990286,45960.04155683675,7.0,10.0,12.0,20.0
2015-09-18,41745.11349375709,26520.268475532008,40172.77379971616,46147.97863139328,7.0,10.0,12.0,20.0
2015-09-19,41745.11349375709,26520.268475532008,40172.77379971616,46147.97863139328,7.0,10.0,12.0,20.0
2015-09-20,41745.11349375709,26520.268475532008,40172.77379971616,46147.97863139328,7.0,10.0,12.0,20.0
2015-09-21,41647.42255235027,26466.750171491367,40083.978161907406,46045.80717528042,7.0,10.0,12.0,20.0
2015-09-22,41354.35159142949,26306.19628014617,39817.59294211703,45739.294755700306,7.0,10.0,12.0,20.0
2015-09-23,40182.06402114693,25663.9786732119,38752.048675683705,44513.241179862955,7.0,10.0,12.0,20.0
2015-09-24,39791.302118819316,25449.906477826058,38396.86781808457,44104.55730416998,7.0,10.0,12.0,20.0
2015-09-25,37507.10855477422,25079.98241499942,37625.69733731146,43331.139047282515,7.0,10.0,12.0,20.0
2015-09-26,37507.10855477422,25079.98241499942,37625.69733731146,43331.139047282515,7.0,10.0,12.0,20.0
2015-09-27,37507.10855477422,25079.98241499942,37625.69733731146,43331.139047282515,7.0,10.0,12.0,20.0
2015-09-28,36850.74845446394,24700.387433149415,36999.462101496574,42607.98290163105,7.0,10.0,12.0,20.0
2015-09-29,36663.215975265404,24591.931133011738,36820.536773344655,42401.36573404643,7.0,10.0,12.0,20.0
2015-09-30,38444.76737388229,25622.26184705595,38520.320565354225,44364.2209443109,7.0,10.0,12.0,20.0
2015-10-01,38726.06609268008,25784.946297262468,38788.7085575821,44674.14669568783,7.0,10.0,12.0,20.0
2015-10-02,40190.87525953124,26703.81518512383,40359.211929073725,46453.99274451696,7.0,10.0,12.0,20.0
2015-10-03,40190.87525953124,26703.81518512383,40359.211929073725,46453.99274451696,7.0,10.0,12.0,20.0
2015-10-04,40190.87525953124,26703.81518512383,40359.211929073725,46453.99274451696,7.0,10.0,12.0,20.0
2015-10-05,41498.24856579099,27462.88176834017,41613.739175340015,47901.284267921226,7.0,10.0,12.0,20.0
2015-10-06,42432.08689614157,28005.072332658478,42509.83030969568,48935.06420917839,7.0,10.0,12.0,20.0
2015-10-07,41591.63275505711,27517.10103160129,41703.34863060722,48004.6626564027,7.0,10.0,12.0,20.0
2015-10-08,42899.00606131685,28276.16761481763,42957.87587687352,49451.954179806955,7.0,10.0,12.0,20.0
2015-10-09,42800.97733663914,28298.97786429824,42643.93052818579,49462.9367661683,7.0,10.0,12.0,20.0
2015-10-10,42800.97733663914,28298.97786429824,42643.93052818579,49462.9367661683,7.0,10.0,12.0,20.0
2015-10-11,42800.97733663914,28298.97786429824,42643.93052818579,49462.9367661683,7.0,10.0,12.0,20.0
2015-10-12,43267.8330625859,28571.124867145354,43088.913065922774,49981.38815578853,7.0,10.0,12.0,20.0
2015-10-13,43361.20278304464,28625.553437188042,43177.90821549125,50085.07685152451,7.0,10.0,12.0,20.0
2015-10-14,43267.8330625859,28571.124867145354,43088.913065922774,49981.38815578853,7.0,10.0,12.0,20.0
2015-10-15,43828.05850899142,28897.700440035158,43622.89075322824,50603.52824114473,7.0,10.0,12.0,20.0
2015-10-16,43430.04957616393,29078.91434344807,43900.81925291039,51006.23080079751,7.0,10.0,12.0,20.0
2015-10-17,43430.04957616393,29078.91434344807,43900.81925291039,51006.23080079751,7.0,10.0,12.0,20.0
2015-10-18,43430.04957616393,29078.91434344807,43900.81925291039,51006.23080079751,7.0,10.0,12.0,20.0
2015-10-19,41409.80896987603,27877.269345061814,41937.097533466076,48713.712029018796,7.0,10.0,12.0,20.0
2015-10-20,41868.954402986834,28150.370386349798,42383.39776947612,49234.73884191763,7.0,10.0,12.0,20.0
2015-10-21,41501.63840679836,27931.889761678973,42026.35792116815,48817.91778911049,7.0,10.0,12.0,20.0
2015-10-22,41593.46784372068,27986.510178296136,42115.61830887022,48922.123549202166,7.0,10.0,12.0,20.0
2015-10-23,41347.852549370735,27786.992038585217,41770.9379057196,48426.933092200576,7.0,10.0,12.0,20.0
2015-10-24,41347.852549370735,27786.992038585217,41770.9379057196,48426.933092200576,7.0,10.0,12.0,20.0
2015-10-25,41347.852549370735,27786.992038585217,41770.9379057196,48426.933092200576,7.0,10.0,12.0,20.0
2015-10-26,41071.3363633876,27622.9706329743,41503.05235564462,48114.97771417473,7.0,10.0,12.0,20.0
2015-10-27,40426.1354454987,27240.256105514265,40877.989478464275,47387.08579881707,7.0,10.0,12.0,20.0
2015-10-28,41532.19491532362,27896.33859950977,41949.526569272275,48634.90136086649,7.0,10.0,12.0,20.0
2015-10-29,40886.99399743471,27513.62407204974,41324.46369209193,47907.00944550881,7.0,10.0,12.0,20.0
2015-10-30,42766.9816222408,28189.645797947443,42565.96978771807,49385.86731928711,7.0,10.0,12.0,20.0
2015-10-31,42766.9816222408,28189.645797947443,42565.96978771807,49385.86731928711,7.0,10.0,12.0,20.0
2015-11-01,42766.9816222408,28189.645797947443,42565.96978771807,49385.86731928711,7.0,10.0,12.0,20.0
2015-11-02,43328.184350216856,28515.320401851997,43100.130487638715,50008.446749617804,7.0,10.0,12.0,20.0
2015-11-03,44357.053936822966,29112.389301170806,44079.42312310148,51149.84006291109,7.0,10.0,12.0,20.0
2015-11-04,43141.116179553406,28406.761855453467,42922.07635498181,49800.91961313242,7.0,10.0,12.0,20.0
2015-11-05,42766.9816222408,28189.645797947443,42565.96978771807,49385.86731928711,7.0,10.0,12.0,20.0
2015-11-06,43672.112038718464,30044.393344120042,43194.23933244174,49414.47415680227,7.0,10.0,12.0,20.0
2015-11-07,43672.112038718464,30044.393344120042,43194.23933244174,49414.47415680227,7.0,10.0,12.0,20.0
2015-11-08,43672.112038718464,30044.393344120042,43194.23933244174,49414.47415680227,7.0,10.0,12.0,20.0
2015-11-09,44234.32837589826,30391.973243142853,43725.624910170205,50022.53658186623,7.0,10.0,12.0,20.0
2015-11-10,43953.22020730836,30218.18329363145,43459.932121305974,49718.50536933425,7.0,10.0,12.0,20.0
2015-11-11,42360.27093989539,29233.371738184243,41954.33683568611,47995.6586100142,7.0,10.0,12.0,20.0
2015-11-12,41235.83469105152,28538.209730279515,40891.5623017621,46779.52989391967,7.0,10.0,12.0,20.0
