Produsent,Modell,variant_id,hjuldrift,drivstoff,årstall,n_obs,median_pris,median_km,p25_pris,p75_pris,std_pris,hurtigpris,innbyttepris,km_slope_pct,km_slope_kilde
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,1997,7,96296,247550,66634,113734,33762,66634,66634,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,1998,17,71231,339653,59500,96900,24969,71231,60546,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,1999,11,68296,281000,61296,92884,40593,68296,58052,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2000,17,79000,345788,73296,99000,42184,59500,59500,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2001,17,91268,331693,51268,100000,43238,91268,77578,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2002,21,81296,249150,66296,91231,38549,48796,48796,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2003,27,81268,269383,47105,96148,61675,61296,61296,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Tohjul,Diesel,2003,6,47796,177780,41046,50795,11668,41046,40627,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2004,22,71605,267250,42546,143789,81124,71605,60864,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Tohjul,Diesel,2004,5,39268,163000,35796,56296,13213,35796,33378,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2005,15,56296,269800,31282,97913,40496,56296,47852,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2006,77,91942,277589,51942,129000,52770,91942,78151,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2007,131,111942,269960,73782,149500,52599,111942,95151,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2008,88,129634,244038,86289,161275,63123,129634,110189,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2009,78,123134,277000,84910,159220,60915,74296,74296,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2010,107,159890,244371,114768,199925,69994,159890,135906,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2011,89,189000,226000,149000,229900,59872,189000,160650,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2012,131,209999,220000,168768,262619,68900,209999,178499,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2013,109,221268,188000,179000,291296,91416,221268,188078,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2014,144,226408,189200,188870,271352,95513,198210,192447,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2015,119,229900,179000,171520,269760,117116,190553,190553,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2016,138,299000,161558,260053,329997,103798,299000,254150,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2017,173,301520,140000,269000,359800,103887,299000,256292,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2018,131,345000,135000,299950,383226,123054,331520,293250,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2019,201,349520,133000,321553,379000,76599,346553,297092,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2020,139,389553,101440,349900,429000,78844,389553,331120,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2021,315,449000,90000,409450,498500,306763,449000,381650,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2022,181,499000,82000,459000,529900,92321,479000,424150,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2023,252,599000,46976,549000,640276,126257,569000,509150,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2024,149,617406,35600,569000,645000,122903,617406,524795,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2025,108,769000,5000,689000,799000,79773,707000,653650,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Diesel,2026,8,814500,184,736725,848094,101424,736725,692325,-1.937e-06,variant
Toyota,HiLux,ikke_klassifisert,Firehjul,Ukjent,2024,7,629000,41950,599000,639000,38422,599000,534650,-1.937e-06,variant
Toyota,IQ,ikke_klassifisert,Tohjul,Bensin,2009,77,29900,135477,21942,39900,13834,29900,25415,-2.296e-06,variant
Toyota,IQ,ikke_klassifisert,Tohjul,Bensin,2010,70,36900,128670,26082,46932,13925,32000,31365,-2.296e-06,variant
Toyota,IQ,ikke_klassifisert,Tohjul,Bensin,2011,25,37900,111358,29900,51942,18153,31921,31921,-2.296e-06,variant
Toyota,IQ,ikke_klassifisert,Tohjul,Bensin,2012,18,42471,95750,36859,56000,17792,32942,32942,-2.296e-06,variant
Toyota,IQ,ikke_klassifisert,Tohjul,Diesel,2009,5,39900,177000,31942,39942,9512,31942,31942,-2.296e-06,variant
Toyota,IQ,ikke_klassifisert,Tohjul,Diesel,2010,8,26971,183302,26150,30485,8733,26971,22925,-2.296e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Bensin,1999,8,164971,344390,136500,276175,139123,164971,140225,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Bensin,2008,5,529000,93765,499900,549000,33785,499900,449650,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,1986,21,51268,286000,29000,66900,36242,50000,43578,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,1995,5,210000,493000,116942,291942,93260,210000,178500,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,1996,5,65000,345000,40000,71942,112058,40000,40000,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,1997,24,46921,400000,36932,78925,39476,43942,39883,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,1998,31,69900,372500,41942,85296,43211,69900,59415,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,1999,17,74900,381000,46942,81942,25023,66942,63665,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2000,39,71942,370521,51921,95450,45336,71942,61151,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2001,61,76900,366500,56900,119296,67266,59900,59900,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2002,32,79495,373500,51410,113932,65153,79495,67571,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2003,55,116942,340000,81942,149450,79961,116942,99401,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2004,132,99900,341769,69975,132706,52917,74900,74900,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2005,208,121900,322430,81932,157456,55379,121900,103615,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2006,215,139000,306000,88500,179000,68634,101942,101942,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2007,196,151921,293285,118486,192675,67251,131942,129133,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2008,193,189000,276000,139900,219500,112606,170942,160650,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2009,58,204648,270450,166574,249000,89032,178598,173951,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2010,223,296900,264736,259900,335471,76320,296900,252365,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2011,134,323143,245942,289900,369999,103671,323143,274672,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2012,171,344900,235000,299000,419000,103099,331942,293165,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2013,139,389900,219000,317900,432648,136753,389900,331415,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2014,112,449000,184700,371140,500323,107531,381296,381296,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2015,135,469000,191000,389000,546760,114483,432000,398650,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2016,245,481520,181500,369000,579000,124439,466717,409292,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2017,115,421553,169000,389000,544900,112840,421553,358320,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2018,199,489900,131000,449450,699900,170412,489900,416415,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2019,245,499000,125000,449900,569900,123830,499000,424150,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2020,191,549000,117000,498950,581902,71882,549000,466650,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2021,277,609900,85120,569000,649900,152851,599000,518415,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2022,421,629000,77000,578900,679000,152413,616553,534650,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2023,307,702406,63146,664500,749000,102447,702406,597045,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2024,53,815000,25960,759000,849900,377294,815000,692750,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2025,216,1099230,4482,1075000,1248250,236813,1099230,934346,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Diesel,2026,7,1249000,343,1198230,1478000,163412,1198230,1061650,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Ukjent,2023,5,569000,91000,559000,589000,15166,559000,483650,-2.515e-06,variant
Toyota,Land Cruiser,ikke_klassifisert,Firehjul,Ukjent,2025,13,1099999,2850,1080000,1175700,292464,1080000,934999,-2.515e-06,variant
Toyota,MR2,ikke_klassifisert,Tohjul,Bensin,1990,7,61900,169500,46700,106450,42012,61900,52615,0.0,variant
Toyota,MR2,ikke_klassifisert,Tohjul,Bensin,1991,10,58450,231358,37706,89236,37777,58450,49682,0.0,variant
Toyota,MR2,ikke_klassifisert,Tohjul,Bensin,2000,10,82400,142393,44736,100692,31972,82400,70040,0.0,variant
Toyota,MR2,ikke_klassifisert,Tohjul,Bensin,2001,10,95421,167250,87692,106736,22278,88942,81108,0.0,variant
Toyota,Mirai,ikke_klassifisert,Tohjul,Hydrogen,2016,7,49900,55600,49217,64900,12652,49217,42415,-6.693e-06,variant
Toyota,Mirai,ikke_klassifisert,Tohjul,Hydrogen,2017,10,47172,50990,36249,57400,15807,36249,36249,-6.693e-06,variant
Toyota,Mirai,ikke_klassifisert,Tohjul,Hydrogen,2018,22,64766,41000,52358,85358,21593,54999,54999,-6.693e-06,variant
Toyota,Mirai,ikke_klassifisert,Tohjul,Hydrogen,2019,7,84434,26565,67983,103934,31011,67983,67983,-6.693e-06,variant
Toyota,Mirai,ikke_klassifisert,Tohjul,Hydrogen,2020,7,89934,29000,45717,109450,39363,45717,45717,-6.693e-06,variant
Toyota,Mirai,ikke_klassifisert,Tohjul,Hydrogen,2021,20,101654,73140,59434,138779,83945,59000,59000,-6.693e-06,variant
Toyota,Mirai,ikke_klassifisert,Tohjul,Hydrogen,2022,12,93172,36363,69568,191500,104991,69568,69568,-6.693e-06,variant
Toyota,Previa,ikke_klassifisert,Tohjul,Bensin,2004,6,40921,242500,37692,64400,20850,39942,34783,-1.929e-06,variant
Toyota,Previa,ikke_klassifisert,Tohjul,Bensin,2005,5,49900,218000,21900,66942,28082,21900,21900,-1.929e-06,variant
Toyota,Previa,ikke_klassifisert,Tohjul,Diesel,2003,6,20450,319750,13925,31400,15893,13925,13925,-1.929e-06,variant
Toyota,Previa,ikke_klassifisert,Tohjul,Diesel,2004,9,19900,259674,11942,28942,22847,11942,11942,-1.929e-06,variant
Toyota,Previa,ikke_klassifisert,Tohjul,Diesel,2005,10,19400,282552,10400,28900,11254,8942,8942,-1.929e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Bensin,2007,6,33471,183462,25235,36456,15270,25235,25235,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Bensin,2008,20,42450,191000,28486,63249,32157,26942,26942,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Bensin,2009,33,69000,187000,46942,78729,17632,59000,58650,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Bensin,2010,41,74900,159750,59000,84900,23276,59000,59000,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Bensin,2011,24,68950,191000,58475,82249,21505,67421,58608,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Bensin,2012,51,99900,158800,89400,109850,19875,94000,84915,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Bensin,2013,35,109000,150021,96500,129000,31756,69900,69900,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Bensin,2014,13,98000,184000,79990,99900,13100,98000,83300,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Bensin,2015,6,154000,142000,126500,159675,24174,126500,126500,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Elektrisk,2005,5,37150,215000,23900,37900,13696,23900,23900,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Hybrid,2005,19,32000,215340,19971,39471,10667,32000,27200,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Hybrid,2006,38,34420,240500,20475,46986,13539,31900,29257,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Hybrid,2007,82,39000,201710,27625,46942,18875,30942,30942,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Hybrid,2008,163,40000,199000,26942,49970,17097,36900,34000,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Hybrid,2009,129,56900,201408,44942,69500,19199,45971,45971,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Hybrid,2010,226,66900,193500,49225,76942,21777,49450,49450,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Hybrid,2011,135,71900,185000,55850,89900,23685,56900,56900,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Hybrid,2012,116,84814,166573,73067,99928,23135,78982,72092,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Hybrid,2013,46,93470,154692,73425,118975,27108,93470,79450,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Hybrid,2014,43,99999,197000,89999,114434,20590,96716,84999,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Hybrid,2015,12,124000,170100,111958,141748,26499,111958,105400,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Hybrid,2016,117,149000,118000,129900,165000,25877,139900,126650,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Hybrid,2017,93,169532,97000,158880,179900,29678,159206,144102,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Hybrid,2018,42,179900,93050,169200,199742,36313,179900,152915,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Firehjul,Hybrid,2019,62,199716,85000,185576,217925,31828,163950,163950,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Hybrid,2019,17,183434,76926,174532,199900,30516,179880,155919,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Firehjul,Hybrid,2020,60,219994,74200,209900,239000,27139,209450,186995,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Hybrid,2020,16,209450,74074,199000,230475,28277,199000,178032,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Firehjul,Hybrid,2021,27,239990,53900,226716,264450,36763,239990,203992,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Hybrid,2021,10,224400,69639,219900,247408,16148,219900,190740,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Firehjul,Hybrid,2022,19,299000,42800,269450,318950,34145,269450,254150,-3.194e-06,variant
Toyota,Prius,ikke_klassifisert,Tohjul,Hybrid,2022,5,255000,36500,245000,259900,16821,245000,216750,-3.194e-06,variant
Toyota,Prius Plug-in Hybrid,ikke_klassifisert,Tohjul,Hybrid,2012,5,73000,183000,71942,79000,7731,71942,62050,-1.929e-06,variant
Toyota,Prius Plug-in Hybrid,ikke_klassifisert,Tohjul,Hybrid,2013,10,79800,200000,69900,116725,28812,69900,67830,-1.929e-06,variant
Toyota,Prius Plug-in Hybrid,ikke_klassifisert,Tohjul,Hybrid,2017,8,169000,70472,162000,171899,12189,162000,143650,-1.929e-06,variant
Toyota,Prius Plug-in Hybrid,ikke_klassifisert,Tohjul,Hybrid,2018,7,176542,95500,165000,179450,16727,165000,150061,-1.929e-06,variant
Toyota,Prius Plug-in Hybrid,ikke_klassifisert,Tohjul,Hybrid,2019,20,189000,63100,179600,201500,15508,189000,160650,-1.929e-06,variant
Toyota,Prius Plug-in Hybrid,ikke_klassifisert,Tohjul,Hybrid,2020,5,224990,76000,209000,229999,23574,224990,191242,-1.929e-06,variant
Toyota,Prius Plug-in Hybrid,ikke_klassifisert,Tohjul,Hybrid,2021,8,224450,67900,207400,241500,21190,207400,190782,-1.929e-06,variant
Toyota,Prius Plug-in Hybrid,ikke_klassifisert,Tohjul,Plug-in hybrid,2012,12,84450,191500,72725,111660,22555,72725,71782,-1.929e-06,variant
Toyota,Prius Plug-in Hybrid,ikke_klassifisert,Tohjul,Plug-in hybrid,2013,20,82450,194950,64432,90432,23164,75000,70082,-1.929e-06,variant
Toyota,Prius Plug-in Hybrid,ikke_klassifisert,Tohjul,Plug-in hybrid,2014,9,99942,139000,90942,106942,13378,90942,84951,-1.929e-06,variant
Toyota,Prius Plug-in Hybrid,ikke_klassifisert,Tohjul,Plug-in hybrid,2017,52,168500,107604,149808,171225,16696,168500,143225,-1.929e-06,variant
Toyota,Prius Plug-in Hybrid,ikke_klassifisert,Tohjul,Plug-in hybrid,2018,41,179000,97200,154532,189000,22916,154532,152150,-1.929e-06,variant
Toyota,Prius Plug-in Hybrid,ikke_klassifisert,Tohjul,Plug-in hybrid,2019,30,189433,82065,169133,207883,26171,169133,161018,-1.929e-06,variant
Toyota,Prius Plug-in Hybrid,ikke_klassifisert,Tohjul,Plug-in hybrid,2020,38,219000,45028,199133,229399,22473,219000,186150,-1.929e-06,variant
Toyota,Prius Plug-in Hybrid,ikke_klassifisert,Tohjul,Plug-in hybrid,2021,43,249000,41000,229900,258717,22988,235000,211650,-1.929e-06,variant
Toyota,Prius Plug-in Hybrid,ikke_klassifisert,Tohjul,Plug-in hybrid,2022,48,278950,36950,269000,289000,16488,269000,237108,-1.929e-06,variant
Toyota,Prius Plug-in Hybrid,ikke_klassifisert,Tohjul,Plug-in hybrid,2023,5,299000,37000,299000,299900,14465,299000,254150,-1.929e-06,variant
Toyota,Prius+,ikke_klassifisert,Tohjul,Hybrid,2012,16,100942,189950,76942,121735,28343,89970,85801,-2.597e-06,variant
Toyota,Prius+,ikke_klassifisert,Tohjul,Hybrid,2013,14,99192,184000,83192,114986,26499,99192,84313,-2.597e-06,variant
Toyota,Prius+,ikke_klassifisert,Tohjul,Hybrid,2014,13,94990,174000,62000,136942,39874,94990,80742,-2.597e-06,variant
Toyota,Prius+,ikke_klassifisert,Tohjul,Hybrid,2016,12,134532,163500,89649,185250,53069,131766,114352,-2.597e-06,variant
Toyota,Prius+,ikke_klassifisert,Tohjul,Hybrid,2017,6,197216,117500,169624,213282,43750,169624,167634,-2.597e-06,variant
Toyota,Prius+,ikke_klassifisert,Tohjul,Hybrid,2018,10,205216,114204,157282,218675,42225,157282,157282,-2.597e-06,variant
Toyota,Prius+,ikke_klassifisert,Tohjul,Hybrid,2019,10,259266,80886,175032,299900,82326,196532,196532,-2.597e-06,variant
Toyota,Prius+ Seven,ikke_klassifisert,Tohjul,Bensin,2012,10,102495,196500,91871,110650,21937,84900,84900,-3.068e-06,variant
Toyota,Prius+ Seven,ikke_klassifisert,Tohjul,Bensin,2013,19,119900,198000,109400,129948,25292,112000,101915,-3.068e-06,variant
Toyota,Prius+ Seven,ikke_klassifisert,Tohjul,Bensin,2014,11,139900,184000,139900,149900,32315,139900,118915,-3.068e-06,variant
Toyota,Prius+ Seven,ikke_klassifisert,Tohjul,Hybrid,2012,82,104421,188000,88300,118986,28874,99921,88758,-3.068e-06,variant
Toyota,Prius+ Seven,ikke_klassifisert,Tohjul,Hybrid,2013,70,112000,179450,82432,127900,31627,112000,95200,-3.068e-06,variant
Toyota,Prius+ Seven,ikke_klassifisert,Tohjul,Hybrid,2014,43,124434,166300,74712,149441,45355,87942,87942,-3.068e-06,variant
Toyota,Prius+ Seven,ikke_klassifisert,Tohjul,Hybrid,2015,56,149900,175550,102399,175925,43715,129900,127415,-3.068e-06,variant
Toyota,Prius+ Seven,ikke_klassifisert,Tohjul,Hybrid,2016,58,169667,145950,131058,189000,39605,139434,139434,-3.068e-06,variant
Toyota,Prius+ Seven,ikke_klassifisert,Tohjul,Hybrid,2017,32,194717,133800,172300,217500,41044,191766,165509,-3.068e-06,variant
Toyota,Prius+ Seven,ikke_klassifisert,Tohjul,Hybrid,2018,17,199000,152300,169000,234000,37344,199000,169150,-3.068e-06,variant
Toyota,Prius+ Seven,ikke_klassifisert,Tohjul,Hybrid,2019,11,219900,118600,207167,259217,43188,219000,186915,-3.068e-06,variant
Toyota,Prius+ Seven,ikke_klassifisert,Tohjul,Hybrid,2020,29,289000,113000,279000,299000,30216,286950,245650,-3.068e-06,variant
Toyota,ProAce Max,ikke_klassifisert,Tohjul,Elektrisk,2025,8,599000,5310,599000,603750,27781,599000,509150,-2.522e-06,global
Toyota,ProAce Max,toyota-proace-75,Tohjul,Elektrisk,2024,17,649900,3400,618900,679000,40150,649900,552415,-2.522e-06,global
Toyota,ProAce Max,toyota-proace-75,Tohjul,Elektrisk,2025,11,618900,6000,594400,644450,31523,594400,526065,-2.522e-06,global
Toyota,Proace,ikke_klassifisert,Tohjul,Diesel,2013,51,43296,166100,30782,62134,23627,40296,36802,-2.664e-06,variant
Toyota,Proace,ikke_klassifisert,Tohjul,Diesel,2014,107,52520,170000,33296,69296,25767,41296,41296,-2.664e-06,variant
Toyota,Proace,ikke_klassifisert,Tohjul,Diesel,2015,105,56553,160301,38053,71520,29282,30726,30726,-2.664e-06,variant
Toyota,Proace,ikke_klassifisert,Tohjul,Diesel,2016,68,84020,146244,63853,113390,31392,52000,52000,-2.664e-06,variant
Toyota,Proace,ikke_klassifisert,Tohjul,Diesel,2017,267,116520,144904,88726,139000,59298,99553,99042,-2.664e-06,variant
Toyota,Proace,ikke_klassifisert,Tohjul,Diesel,2018,208,139000,132000,109553,160096,58832,126553,118150,-2.664e-06,variant
Toyota,Proace,ikke_klassifisert,Firehjul,Diesel,2019,28,199495,120000,165028,252400,64101,169000,169000,-2.664e-06,variant
Toyota,Proace,ikke_klassifisert,Tohjul,Diesel,2019,145,159000,107100,129900,179900,63020,140276,135150,-2.664e-06,variant
Toyota,Proace,ikke_klassifisert,Firehjul,Diesel,2020,115,229900,95990,199000,273210,56378,229900,195415,-2.664e-06,variant
Toyota,Proace,ikke_klassifisert,Tohjul,Diesel,2020,115,199000,90011,169400,219900,45210,159000,159000,-2.664e-06,variant
Toyota,Proace,ikke_klassifisert,Firehjul,Diesel,2021,74,286500,84696,229120,324865,75423,286500,243525,-2.664e-06,variant
Toyota,Proace,ikke_klassifisert,Tohjul,Diesel,2021,152,239000,82034,209000,261548,50839,222500,203150,-2.664e-06,variant
Toyota,Proace,ikke_klassifisert,Firehjul,Diesel,2022,68,339000,65000,296725,399225,90820,329000,288150,-2.664e-06,variant
Toyota,Proace,ikke_klassifisert,Tohjul,Diesel,2022,171,299900,67000,277776,348500,88880,264450,254915,-2.664e-06,variant
Toyota,Proace,ikke_klassifisert,Firehjul,Diesel,2023,36,399000,30873,379900,419225,33306,394450,339150,-2.664e-06,variant
Toyota,Proace,ikke_klassifisert,Tohjul,Diesel,2023,139,349900,40100,319900,379000,71213,309230,297415,-2.664e-06,variant
Toyota,Proace,ikke_klassifisert,Firehjul,Diesel,2024,8,549900,12050,509000,591175,61754,509000,467415,-2.664e-06,variant
Toyota,Proace,ikke_klassifisert,Tohjul,Diesel,2024,173,439900,15300,399000,519000,71924,404200,373915,-2.664e-06,variant
Toyota,Proace,ikke_klassifisert,Tohjul,Diesel,2025,35,539000,10772,504000,563750,57047,534000,458150,-2.664e-06,variant
Toyota,Proace,ikke_klassifisert,Tohjul,Elektrisk,2020,12,210950,41750,199000,221250,32033,199000,179308,-2.664e-06,variant
Toyota,Proace,ikke_klassifisert,Tohjul,Elektrisk,2021,17,199000,55000,166553,221553,53563,187776,169150,-2.664e-06,variant
Toyota,Proace,ikke_klassifisert,Tohjul,Elektrisk,2022,7,259000,30300,229776,279000,54818,259000,220150,-2.664e-06,variant
Toyota,Proace,ikke_klassifisert,Tohjul,Elektrisk,2023,11,250000,30523,214932,315000,75813,214932,212500,-2.664e-06,variant
Toyota,Proace,ikke_klassifisert,Tohjul,Elektrisk,2025,5,479000,139,427000,479000,62465,427000,407150,-2.664e-06,variant
Toyota,Proace,toyota-proace-50,Tohjul,Elektrisk,2021,70,194450,40350,179225,228000,30633,169000,165282,-5.555e-06,variant
Toyota,Proace,toyota-proace-50,Tohjul,Elektrisk,2022,6,214900,25750,187400,226725,27526,187400,182665,-5.555e-06,variant
Toyota,Proace,toyota-proace-75,Tohjul,Elektrisk,2021,403,215900,56574,195000,239800,43009,199000,183515,-3.94e-06,variant
Toyota,Proace,toyota-proace-75,Tohjul,Elektrisk,2022,258,259000,41950,226000,289000,49755,249450,220150,-3.94e-06,variant
Toyota,Proace,toyota-proace-75,Tohjul,Elektrisk,2023,210,318945,21776,289000,348000,50600,299000,271103,-3.94e-06,variant
Toyota,Proace,toyota-proace-75,Tohjul,Elektrisk,2024,91,419900,11400,349450,498900,75473,349450,349450,-3.94e-06,variant
Toyota,Proace,toyota-proace-75,Tohjul,Elektrisk,2025,202,469000,6900,429000,499000,59322,465000,398650,-3.94e-06,variant
Toyota,Proace,toyota-proace-75,Tohjul,Elektrisk,2026,22,399000,6,382175,399900,26767,389450,339150,-3.94e-06,variant
Toyota,Proace City,ikke_klassifisert,Tohjul,Diesel,2020,180,179800,80000,159000,209000,34005,179800,152830,-2.768e-06,variant
Toyota,Proace City,ikke_klassifisert,Firehjul,Diesel,2021,48,279000,56600,269000,289000,24027,269000,237150,-2.768e-06,variant
Toyota,Proace City,ikke_klassifisert,Tohjul,Diesel,2021,215,186520,65900,164000,219900,37198,186520,158542,-2.768e-06,variant
Toyota,Proace City,ikke_klassifisert,Firehjul,Diesel,2022,13,264000,75100,264000,279900,20384,264000,224400,-2.768e-06,variant
