Produsent,Modell,variant_id,hjuldrift,drivstoff,årstall,n_obs,median_pris,median_km,p25_pris,p75_pris,std_pris,hurtigpris,innbyttepris,km_slope_pct,km_slope_kilde
Citroen,C1,ikke_klassifisert,Tohjul,Bensin,2012,37,27900,111000,21942,38900,16760,21916,21916,-4.291e-06,variant
Citroen,C1,ikke_klassifisert,Tohjul,Bensin,2013,7,43000,88120,34921,48950,19147,43000,36550,-4.291e-06,variant
Citroen,C1,ikke_klassifisert,Tohjul,Bensin,2014,25,45942,77000,34942,69990,22193,34942,34942,-4.291e-06,variant
Citroen,C1,ikke_klassifisert,Tohjul,Bensin,2015,39,49000,115000,37701,59450,15659,49000,41650,-4.291e-06,variant
Citroen,C1,ikke_klassifisert,Tohjul,Bensin,2016,13,59000,84716,58900,69000,10470,58900,50150,-4.291e-06,variant
Citroen,C11,ikke_klassifisert,Tohjul,Bensin,2010,12,26942,123100,20736,33206,10954,21942,21942,-5.25e-07,variant
Citroen,C11,ikke_klassifisert,Tohjul,Bensin,2011,10,20421,141565,20000,22736,9548,20000,17358,-5.25e-07,variant
Citroen,C3,ikke_klassifisert,Tohjul,Bensin,2003,6,19171,129590,18181,21242,8987,18181,16295,-4.29e-06,variant
Citroen,C3,ikke_klassifisert,Tohjul,Bensin,2004,7,20942,142000,11470,40150,17407,11470,11470,-4.29e-06,variant
Citroen,C3,ikke_klassifisert,Tohjul,Bensin,2005,9,19942,116000,17942,26800,7626,17942,16951,-4.29e-06,variant
Citroen,C3,ikke_klassifisert,Tohjul,Bensin,2010,10,29000,133350,15925,34182,14732,15925,15925,-4.29e-06,variant
Citroen,C3,ikke_klassifisert,Tohjul,Bensin,2013,20,37445,110680,29675,52706,15694,25450,25450,-4.29e-06,variant
Citroen,C3,ikke_klassifisert,Tohjul,Bensin,2014,16,39533,114250,25692,49192,12016,25692,25692,-4.29e-06,variant
Citroen,C3,ikke_klassifisert,Tohjul,Bensin,2015,6,59333,87926,51666,63750,8599,51666,50433,-4.29e-06,variant
Citroen,C3,ikke_klassifisert,Tohjul,Bensin,2016,20,54083,98300,37416,69916,30136,45201,45201,-4.29e-06,variant
Citroen,C3,ikke_klassifisert,Tohjul,Bensin,2017,97,89000,90400,75236,114000,24917,89000,75650,-4.29e-06,variant
Citroen,C3,ikke_klassifisert,Tohjul,Bensin,2018,63,109800,73900,89000,125583,28165,109800,93330,-4.29e-06,variant
Citroen,C3,ikke_klassifisert,Tohjul,Bensin,2019,52,119900,72640,102402,139575,26322,99000,99000,-4.29e-06,variant
Citroen,C3,ikke_klassifisert,Tohjul,Bensin,2020,27,119999,76500,115000,137000,16518,115000,101999,-4.29e-06,variant
Citroen,C3,ikke_klassifisert,Tohjul,Bensin,2021,33,174900,42019,159900,199000,32194,164900,148665,-4.29e-06,variant
Citroen,C3,ikke_klassifisert,Tohjul,Diesel,2007,11,21942,160000,13442,24900,7254,13442,13442,-4.29e-06,variant
Citroen,C3,ikke_klassifisert,Tohjul,Diesel,2010,68,24900,147191,18410,32182,11513,21900,21165,-4.29e-06,variant
Citroen,C3,ikke_klassifisert,Tohjul,Diesel,2011,53,28950,153000,19900,37900,12672,23900,23900,-4.29e-06,variant
Citroen,C3,ikke_klassifisert,Tohjul,Diesel,2012,43,39999,158420,31941,49999,15640,31942,31942,-4.29e-06,variant
Citroen,C3,ikke_klassifisert,Tohjul,Diesel,2013,12,46400,92400,34456,59900,18107,34456,34456,-4.29e-06,variant
Citroen,C3,ikke_klassifisert,Tohjul,Elektrisk,2024,9,259000,6000,254000,269900,13704,254000,220150,-4.29e-06,variant
Citroen,C3,ikke_klassifisert,Tohjul,Elektrisk,2025,6,264000,2500,252175,269000,11717,252175,224400,-4.29e-06,variant
Citroen,C3 Aircross,ikke_klassifisert,Tohjul,Bensin,2018,46,139000,92432,129000,149000,12915,139000,118150,-1.42e-06,variant
Citroen,C3 Aircross,ikke_klassifisert,Tohjul,Bensin,2019,17,168900,54595,139900,169000,27425,159000,143565,-1.42e-06,variant
Citroen,C3 Aircross,ikke_klassifisert,Tohjul,Bensin,2020,27,185000,64455,174450,189667,20089,174450,157250,-1.42e-06,variant
Citroen,C3 Aircross,ikke_klassifisert,Tohjul,Bensin,2021,13,189000,69000,169900,189900,18161,169900,160650,-1.42e-06,variant
Citroen,C3 Aircross,ikke_klassifisert,Tohjul,Elektrisk,2025,5,299000,3300,265000,299000,20543,265000,254150,-1.42e-06,variant
Citroen,C3 Picasso,ikke_klassifisert,Tohjul,Bensin,2009,6,17921,126000,11932,32160,14771,11932,11932,-4.041e-06,variant
Citroen,C3 Picasso,ikke_klassifisert,Tohjul,Diesel,2009,10,18421,181000,16160,25160,11389,16942,15658,-4.041e-06,variant
Citroen,C3 Picasso,ikke_klassifisert,Tohjul,Diesel,2010,32,29150,156861,16192,37660,18176,19571,19571,-4.041e-06,variant
Citroen,C3 Picasso,ikke_klassifisert,Tohjul,Diesel,2011,26,29200,162500,25000,35000,10805,25000,24820,-4.041e-06,variant
Citroen,C3 Picasso,ikke_klassifisert,Tohjul,Diesel,2012,22,47000,120117,23922,60650,27359,27971,27971,-4.041e-06,variant
Citroen,C3 Picasso,ikke_klassifisert,Tohjul,Diesel,2013,14,69000,139233,50400,79742,18444,50400,50400,-4.041e-06,variant
Citroen,C4,ikke_klassifisert,Tohjul,Bensin,2005,19,31900,177813,21400,32900,10504,23942,23942,-3.055e-06,variant
Citroen,C4,ikke_klassifisert,Tohjul,Bensin,2006,5,11940,171501,10942,34900,13922,10942,10149,-3.055e-06,variant
Citroen,C4,ikke_klassifisert,Tohjul,Bensin,2007,9,21900,152000,19900,62000,25310,19900,18615,-3.055e-06,variant
Citroen,C4,ikke_klassifisert,Tohjul,Bensin,2014,5,73000,109207,69434,85000,18912,69434,62050,-3.055e-06,variant
Citroen,C4,ikke_klassifisert,Tohjul,Bensin,2015,24,91712,98800,73724,109225,31227,61983,61983,-3.055e-06,variant
Citroen,C4,ikke_klassifisert,Tohjul,Bensin,2016,5,95700,111015,84305,119000,20013,84305,81345,-3.055e-06,variant
Citroen,C4,ikke_klassifisert,Tohjul,Bensin,2021,29,199900,66700,184434,229900,30633,184434,169915,-3.055e-06,variant
Citroen,C4,ikke_klassifisert,Tohjul,Bensin,2022,6,239250,60000,220925,246550,21568,220925,203362,-3.055e-06,variant
Citroen,C4,ikke_klassifisert,Tohjul,Diesel,2006,12,18471,217466,11436,23182,7503,17942,15700,-3.055e-06,variant
Citroen,C4,ikke_klassifisert,Tohjul,Diesel,2007,18,23400,171000,13400,25675,8642,13400,13400,-3.055e-06,variant
Citroen,C4,ikke_klassifisert,Tohjul,Diesel,2008,10,19900,179419,15850,28660,9892,15850,15850,-3.055e-06,variant
Citroen,C4,ikke_klassifisert,Tohjul,Diesel,2009,15,29900,176890,21442,47900,15207,13942,13942,-3.055e-06,variant
Citroen,C4,ikke_klassifisert,Tohjul,Diesel,2010,34,26394,185150,16225,36150,13353,23900,22435,-3.055e-06,variant
Citroen,C4,ikke_klassifisert,Tohjul,Diesel,2011,78,36421,176250,29036,49942,21705,31942,30958,-3.055e-06,variant
Citroen,C4,ikke_klassifisert,Tohjul,Diesel,2012,61,44900,168000,34942,57900,15880,31942,31942,-3.055e-06,variant
Citroen,C4,ikke_klassifisert,Tohjul,Diesel,2013,20,52442,148129,45650,66900,18097,36900,36900,-3.055e-06,variant
Citroen,C4,ikke_klassifisert,Tohjul,Diesel,2014,27,59147,150000,44717,74500,23114,56934,50275,-3.055e-06,variant
Citroen,C4,ikke_klassifisert,Tohjul,Diesel,2015,24,79900,120478,58600,92175,26109,69712,67915,-3.055e-06,variant
Citroen,C4 Aircross,ikke_klassifisert,Firehjul,Diesel,2012,43,69000,168582,41942,79950,28317,31942,31942,-4.84e-06,variant
Citroen,C4 Aircross,ikke_klassifisert,Tohjul,Diesel,2012,12,60000,195459,44682,76000,26214,44682,44682,-4.84e-06,variant
Citroen,C4 Aircross,ikke_klassifisert,Firehjul,Diesel,2013,24,69922,162511,56682,79156,26924,43416,43416,-4.84e-06,variant
Citroen,C4 Aircross,ikke_klassifisert,Tohjul,Diesel,2013,21,55942,177000,49900,69000,14353,49900,47551,-4.84e-06,variant
Citroen,C4 Aircross,ikke_klassifisert,Firehjul,Diesel,2014,20,70942,187000,51432,82490,27099,38000,38000,-4.84e-06,variant
Citroen,C4 Aircross,ikke_klassifisert,Firehjul,Diesel,2015,7,79532,158370,57216,109000,35207,57216,57216,-4.84e-06,variant
Citroen,C4 Cactus,ikke_klassifisert,Tohjul,Bensin,2014,58,66950,135130,49922,79968,18933,51942,51942,-3.113e-06,variant
Citroen,C4 Cactus,ikke_klassifisert,Tohjul,Bensin,2015,52,67701,126271,59000,79000,20165,67701,57546,-3.113e-06,variant
Citroen,C4 Cactus,ikke_klassifisert,Tohjul,Bensin,2016,73,71236,102940,56966,89999,24885,65583,60551,-3.113e-06,variant
Citroen,C4 Cactus,ikke_klassifisert,Tohjul,Bensin,2017,89,98166,97100,79000,119000,26895,81033,81033,-3.113e-06,variant
Citroen,C4 Cactus,ikke_klassifisert,Tohjul,Bensin,2018,41,129000,79153,115000,145900,21096,129000,109650,-3.113e-06,variant
Citroen,C4 Cactus,ikke_klassifisert,Tohjul,Bensin,2019,55,139166,87000,121583,159000,22806,118618,118291,-3.113e-06,variant
Citroen,C4 Cactus,ikke_klassifisert,Tohjul,Bensin,2020,32,169935,51573,149000,189000,25802,149000,144445,-3.113e-06,variant
Citroen,C4 Cactus,ikke_klassifisert,Tohjul,Diesel,2014,46,70054,133800,55956,89832,21790,55471,55471,-3.113e-06,variant
Citroen,C4 Cactus,ikke_klassifisert,Tohjul,Diesel,2015,58,79068,140471,63624,99900,31711,60118,60118,-3.113e-06,variant
Citroen,C4 Cactus,ikke_klassifisert,Tohjul,Diesel,2016,37,89900,130360,74999,99900,20930,89900,76415,-3.113e-06,variant
Citroen,C4 Cactus,ikke_klassifisert,Tohjul,Diesel,2017,6,121582,61550,104925,127392,16213,104925,103345,-3.113e-06,variant
Citroen,C4 Picasso,ikke_klassifisert,Tohjul,Bensin,2015,6,114000,142000,102175,126500,20185,102175,96900,-2.34e-06,variant
Citroen,C4 Picasso,ikke_klassifisert,Tohjul,Bensin,2016,24,117450,103000,83149,139250,36471,83950,83950,-2.34e-06,variant
Citroen,C4 Picasso,ikke_klassifisert,Tohjul,Bensin,2017,37,119000,130000,99900,129990,22713,119000,101150,-2.34e-06,variant
Citroen,C4 Picasso,ikke_klassifisert,Tohjul,Bensin,2018,21,148434,109000,138888,159532,20211,138888,126169,-2.34e-06,variant
Citroen,C4 Picasso,ikke_klassifisert,Tohjul,Diesel,2007,18,29220,176000,14486,38017,12643,21900,21900,-2.34e-06,variant
Citroen,C4 Picasso,ikke_klassifisert,Tohjul,Diesel,2008,14,36872,218867,25925,43725,12285,25925,25925,-2.34e-06,variant
Citroen,C4 Picasso,ikke_klassifisert,Tohjul,Diesel,2010,9,39000,151700,25000,59000,17952,25000,25000,-2.34e-06,variant
Citroen,C4 Picasso,ikke_klassifisert,Tohjul,Diesel,2011,7,29900,160000,25950,49450,13607,25950,25415,-2.34e-06,variant
Citroen,C4 Picasso,ikke_klassifisert,Tohjul,Diesel,2012,8,57450,141430,50950,66725,25683,50950,48832,-2.34e-06,variant
Citroen,C4 Picasso,ikke_klassifisert,Tohjul,Diesel,2013,27,69999,162900,61950,87971,24108,51942,51942,-2.34e-06,variant
Citroen,C4 Picasso,ikke_klassifisert,Tohjul,Diesel,2014,63,79999,178897,59900,99000,25791,59900,59900,-2.34e-06,variant
Citroen,C4 Picasso,ikke_klassifisert,Tohjul,Diesel,2015,29,105000,159900,89000,128000,24178,105000,89250,-2.34e-06,variant
Citroen,C4 Picasso,ikke_klassifisert,Tohjul,Diesel,2016,20,112200,137000,93650,119925,25363,112200,95370,-2.34e-06,variant
Citroen,C4 Picasso,ikke_klassifisert,Tohjul,Diesel,2017,5,149999,126000,109000,160000,31675,109000,109000,-2.34e-06,variant
Citroen,C5,ikke_klassifisert,Tohjul,Bensin,2002,7,11942,202000,9421,48471,33723,11900,10151,-2.867e-06,variant
Citroen,C5,ikke_klassifisert,Tohjul,Bensin,2004,9,12942,165000,9900,17900,16972,9900,9900,-2.867e-06,variant
Citroen,C5,ikke_klassifisert,Tohjul,Diesel,2004,9,10900,254000,9942,11942,6986,10900,9265,-2.867e-06,variant
Citroen,C5,ikke_klassifisert,Tohjul,Diesel,2005,7,13942,280000,13700,15900,3683,13942,11851,-2.867e-06,variant
Citroen,C5,ikke_klassifisert,Tohjul,Diesel,2007,14,19942,196122,11192,29932,11717,11192,11192,-2.867e-06,variant
Citroen,C5,ikke_klassifisert,Tohjul,Diesel,2008,32,26921,213036,16942,39000,18274,19442,19442,-2.867e-06,variant
Citroen,C5,ikke_klassifisert,Tohjul,Diesel,2009,41,26942,194300,14986,41900,16900,13950,13950,-2.867e-06,variant
Citroen,C5,ikke_klassifisert,Tohjul,Diesel,2010,40,26900,210286,19650,32675,20678,26900,22865,-2.867e-06,variant
Citroen,C5,ikke_klassifisert,Tohjul,Diesel,2011,51,39000,208500,27950,49450,30911,39000,33150,-2.867e-06,variant
Citroen,C5,ikke_klassifisert,Tohjul,Diesel,2012,21,39942,158000,36942,59942,26288,39942,33951,-2.867e-06,variant
Citroen,C5,ikke_klassifisert,Tohjul,Diesel,2013,8,89400,162046,75160,101725,32360,71421,71421,-2.867e-06,variant
Citroen,C5,ikke_klassifisert,Tohjul,Diesel,2014,8,79450,188000,50826,123706,42403,59900,59900,-2.867e-06,variant
Citroen,C5,ikke_klassifisert,Tohjul,Diesel,2015,5,129000,118500,104032,159000,32682,104032,104032,-2.867e-06,variant
Citroen,C5 Aircross,ikke_klassifisert,Tohjul,Bensin,2019,18,199000,97300,196000,216725,19727,199000,169150,-2.183e-06,variant
Citroen,C5 Aircross,ikke_klassifisert,Tohjul,Bensin,2020,7,200000,121000,199717,219000,16439,199717,170000,-2.183e-06,variant
Citroen,C5 Aircross,ikke_klassifisert,Tohjul,Diesel,2019,55,209000,85655,189450,234000,32481,189450,177650,-2.183e-06,variant
Citroen,C5 Aircross,ikke_klassifisert,Tohjul,Diesel,2020,71,219000,83617,199000,239900,29629,214500,186150,-2.183e-06,variant
Citroen,C5 Aircross,ikke_klassifisert,Tohjul,Diesel,2021,13,249900,73000,229999,269000,21922,229999,212415,-2.183e-06,variant
Citroen,C5 Aircross,ikke_klassifisert,Tohjul,Hybrid,2020,9,249800,67000,239000,259434,21391,239000,212330,-2.183e-06,variant
Citroen,C5 Aircross,ikke_klassifisert,Tohjul,Hybrid,2021,31,239000,76000,206434,264450,36907,206434,203150,-2.183e-06,variant
Citroen,C5 Aircross,ikke_klassifisert,Tohjul,Hybrid,2022,26,299999,67000,280775,344075,43387,299999,254999,-2.183e-06,variant
Citroen,C5 Aircross,ikke_klassifisert,Tohjul,Plug-in hybrid,2020,33,239900,63900,225000,258000,23513,235000,203915,-2.183e-06,variant
Citroen,C5 Aircross,ikke_klassifisert,Tohjul,Plug-in hybrid,2021,111,249000,54000,234950,269450,28180,249000,211650,-2.183e-06,variant
Citroen,C5 Aircross,ikke_klassifisert,Tohjul,Plug-in hybrid,2022,110,312450,48000,282150,329000,32160,312450,265582,-2.183e-06,variant
Citroen,C5 Aircross,ikke_klassifisert,Tohjul,Plug-in hybrid,2023,20,359000,35255,339900,369900,15711,339900,305150,-2.183e-06,variant
Citroen,C5 X,ikke_klassifisert,Tohjul,Hybrid,2023,6,364300,32950,351450,377449,36644,351450,309655,-1.803e-06,variant
Citroen,C5 X,ikke_klassifisert,Tohjul,Plug-in hybrid,2022,22,312500,48500,301175,337175,29036,301175,265625,-1.803e-06,variant
Citroen,C5 X,ikke_klassifisert,Tohjul,Plug-in hybrid,2023,83,345000,38150,319450,371500,32238,345000,293250,-1.803e-06,variant
Citroen,C5 X,ikke_klassifisert,Tohjul,Plug-in hybrid,2024,5,384900,34500,384900,419900,26599,384900,327165,-1.803e-06,variant
Citroen,C6,ikke_klassifisert,Tohjul,Diesel,2007,7,91942,197000,61942,110721,36276,61942,61942,-2.522e-06,global
Citroen,CX,ikke_klassifisert,Tohjul,Bensin,1986,5,41942,159200,40000,69000,35554,40000,35651,0.0,variant
Citroen,CX,ikke_klassifisert,Tohjul,Bensin,1989,7,51900,156000,50000,59421,35663,50000,44115,0.0,variant
Citroen,DS3,ikke_klassifisert,Tohjul,Bensin,2010,9,39900,115600,34999,39999,10289,34999,33915,-5.97e-06,variant
Citroen,DS3,ikke_klassifisert,Tohjul,Bensin,2011,11,36942,124400,25971,53500,20600,25971,25971,-5.97e-06,variant
Citroen,DS3,ikke_klassifisert,Tohjul,Bensin,2012,14,99000,111000,83675,125206,26506,84421,84150,-5.97e-06,variant
Citroen,DS3,ikke_klassifisert,Tohjul,Bensin,2013,22,57450,125000,29910,59990,21788,29910,29910,-5.97e-06,variant
Citroen,DS3,ikke_klassifisert,Tohjul,Bensin,2014,11,67166,77000,44721,77450,21419,44721,44721,-5.97e-06,variant
Citroen,DS3,ikke_klassifisert,Tohjul,Diesel,2010,13,24942,163500,21942,36942,14276,22942,21201,-5.97e-06,variant
Citroen,DS3,ikke_klassifisert,Tohjul,Diesel,2011,70,39945,133500,28056,54906,18445,19692,19692,-5.97e-06,variant
Citroen,DS3,ikke_klassifisert,Tohjul,Diesel,2012,39,32900,159992,19421,44950,18201,18942,18942,-5.97e-06,variant
Citroen,DS3,ikke_klassifisert,Tohjul,Diesel,2013,58,69950,111526,44725,79997,25461,69950,59458,-5.97e-06,variant
Citroen,DS3,ikke_klassifisert,Tohjul,Diesel,2014,20,55000,151000,39124,69999,18851,55000,46750,-5.97e-06,variant
Citroen,DS3,ikke_klassifisert,Tohjul,Diesel,2015,8,71083,103650,45486,78500,20124,45486,45486,-5.97e-06,variant
Citroen,DS4,ikke_klassifisert,Tohjul,Diesel,2011,25,55900,152300,39942,68000,19866,44471,44471,-3.687e-06,variant
Citroen,DS4,ikke_klassifisert,Tohjul,Diesel,2012,34,70450,149242,59000,79999,19276,64450,59882,-3.687e-06,variant
Citroen,DS4,ikke_klassifisert,Tohjul,Diesel,2013,12,72700,151600,66350,78625,13413,66350,61795,-3.687e-06,variant
Citroen,DS5,ikke_klassifisert,Firehjul,Diesel,2012,5,99900,192000,99900,99900,26788,99900,84915,-2.149e-06,variant
Citroen,DS5,ikke_klassifisert,Tohjul,Diesel,2012,74,89945,169000,70440,99932,22384,72471,72471,-2.149e-06,variant
Citroen,DS5,ikke_klassifisert,Tohjul,Diesel,2013,28,69900,191000,49706,79925,22235,39942,39942,-2.149e-06,variant
Citroen,DS5,ikke_klassifisert,Tohjul,Diesel,2014,10,84921,162230,64275,109225,36598,64275,64275,-2.149e-06,variant
Citroen,DS5,ikke_klassifisert,Firehjul,Hybrid,2013,5,89900,165000,79000,99000,17519,79000,76415,-2.149e-06,variant
Citroen,E-Berlingo,ikke_klassifisert,Tohjul,Elektrisk,2022,6,209900,46926,169900,227400,53746,169900,169900,-2.522e-06,global
Citroen,E-C3,ikke_klassifisert,Tohjul,Elektrisk,2024,20,249950,4350,232750,269000,17308,232750,212458,-2.522e-06,global
Citroen,E-C3,ikke_klassifisert,Tohjul,Elektrisk,2025,100,249000,7950,238100,269000,20716,249000,211650,-2.522e-06,global
Citroen,E-C3,ikke_klassifisert,Tohjul,Elektrisk,2026,5,249900,190,249900,264900,45056,249900,212415,-2.522e-06,global
Citroen,E-C3 Aircross,ikke_klassifisert,Tohjul,Elektrisk,2025,15,259000,6000,249900,267400,12649,249900,220150,-2.522e-06,global
Citroen,E-C3 Aircross,ikke_klassifisert,Tohjul,Elektrisk,2026,20,283450,2645,276725,289000,11885,276725,240932,-2.522e-06,global
